time,v(N001),v(N002),v(N003),v(N004),v(N005),v(N006),v(N007),v(N009),v(N010),@ddiode7_1[id]
1.928e-05,2.02222618e-25,9.0,4.90720178e-12,-1.94289029e-15,0.66010638,1.28178949,8.99999914,4.97101358e-12,4.01900735e-13,2.69340106e-27
2.028e-05,3.06129821e-26,9.0,8.21986199e-12,-1.94289029e-15,0.66010638,1.28178949,8.99999914,8.28740307e-12,6.71240841e-13,2.69340106e-27
2.128e-05,-2.84748154e-25,9.0,5.41356757e-12,-1.99840144e-15,0.66010638,1.28178949,8.99999914,5.48498179e-12,4.43423076e-13,2.77111667e-27
2.228e-05,2.13551574e-25,9.0,8.02656174e-12,-2.0539126e-15,0.66010638,1.28178949,8.99999914,8.10179417e-12,6.55919763e-13,2.84883228e-27
2.328e-05,2.47924437e-26,9.0,5.73948691e-12,-2.10942375e-15,0.66010638,1.28178949,8.99999914,5.81863015e-12,4.70290473e-13,2.92432745e-27
2.428e-05,-3.153852e-25,9.0,8.1747625e-12,-2.22044605e-15,0.66010638,1.28178949,8.99999914,8.25785865e-12,6.68354261e-13,3.07975867e-27
2.528e-05,1.95664638e-25,9.0,6.5843925e-12,-2.33146835e-15,0.66010638,1.28178949,8.99999914,6.67168159e-12,5.39346345e-13,3.23296945e-27
2.628e-05,6.76098053e-26,9.0,8.31441895e-12,-2.33146835e-15,0.66010638,1.28178949,8.99999914,8.40594066e-12,6.80122625e-13,3.23296945e-27
2.728e-05,-2.36501221e-25,9.0,6.19938336e-12,-2.22044605e-15,0.66010638,1.28178949,8.99999914,6.29502831e-12,5.08482145e-13,3.07975867e-27
2.828e-05,2.22390983e-25,9.0,7.75740452e-12,-2.22044605e-15,0.66010638,1.28178949,8.99999914,7.85701447e-12,6.35269615e-13,3.07975867e-27
2.928e-05,5.38784678e-26,9.0,6.34205268e-12,-2.22044605e-15,0.66010638,1.28178949,8.99999914,6.44566815e-12,5.20472554e-13,3.07975867e-27
3.028e-05,-2.29446398e-25,9.0,7.55301184e-12,-2.1649349e-15,0.66010638,1.28178949,8.99999914,7.66057477e-12,6.19060359e-13,3.00204306e-27
3.128e-05,1.85138894e-25,9.0,6.32080084e-12,-2.1649349e-15,0.66010638,1.28178949,8.99999914,6.4323052e-12,5.19140286e-13,3.00204306e-27
3.228e-05,5.76268338e-27,9.0,7.35962755e-12,-2.1649349e-15,0.66010638,1.28178949,8.99999914,7.4750184e-12,6.03739281e-13,3.00204306e-27
3.328e-05,-1.71098199e-25,9.0,5.94441477e-12,-2.10942375e-15,0.66010638,1.28178949,8.99999914,6.06358517e-12,4.8894222e-13,2.92432745e-27
3.428e-05,1.88788522e-25,9.0,7.15278056e-12,-2.10942375e-15,0.66010638,1.28178949,8.99999914,7.27567175e-12,5.8730798e-13,2.92432745e-27
3.528e-05,-2.97399004e-26,9.0,6.26225685e-12,-2.1649349e-15,0.66010638,1.28178949,8.99999914,6.38895914e-12,5.15143483e-13,3.00204306e-27
3.628e-05,-1.86485341e-25,9.0,7.12076701e-12,-2.1649349e-15,0.66010638,1.28178949,8.99999914,7.2512713e-12,5.85087534e-13,3.00204306e-27
3.728e-05,2.30321552e-25,9.0,8.86153546e-12,-2.10942375e-15,0.66010638,1.28178949,8.99999914,8.99658017e-12,7.26751992e-13,2.92432745e-27
3.828e-05,4.98039372e-26,9.0,6.92391324e-12,-1.99840144e-15,0.66010638,1.28178949,8.99999914,7.06344246e-12,5.69544412e-13,2.77111667e-27
3.928e-05,-1.9372551e-25,9.0,7.96799387e-12,-1.88737914e-15,0.66010638,1.28178949,8.99999914,8.11175374e-12,6.54587495e-13,2.61790589e-27
4.028e-05,2.00413877e-25,9.0,7.25478981e-12,-1.83186799e-15,0.66010638,1.28178949,8.99999914,7.40287433e-12,5.96855898e-13,2.54019028e-27
4.128e-05,-3.57127211e-26,9.0,5.83961368e-12,-1.94289029e-15,0.66010638,1.28178949,8.99999914,5.9914182e-12,4.82058837e-13,2.69340106e-27
4.228e-05,-2.50671643e-25,9.0,6.87314385e-12,-1.99840144e-15,0.66010638,1.28178949,8.99999914,7.02855995e-12,5.66213743e-13,2.77111667e-27
4.328e-05,2.96926386e-25,9.0,5.46083351e-12,-1.99840144e-15,0.66010638,1.28178949,8.99999914,5.61975358e-12,4.51638726e-13,2.77111667e-27
4.428e-05,-8.52984699e-26,9.0,7.20218226e-12,-2.10942375e-15,0.66010638,1.28178949,8.99999914,7.36469978e-12,5.93303184e-13,2.92432745e-27
4.528e-05,-2.92450697e-25,9.0,8.77078237e-12,-2.10942375e-15,0.66010638,1.28178949,8.99999914,8.93783766e-12,7.20978832e-13,2.92432745e-27
4.628e-05,4.52901414e-25,9.0,6.83319188e-12,-1.99840144e-15,0.66010638,1.28178949,8.99999914,7.00468012e-12,5.63771252e-13,2.77111667e-27
4.728e-05,-6.45521106e-26,9.0,7.87730422e-12,-1.88737914e-15,0.66010638,1.28178949,8.99999914,8.05297158e-12,6.48814336e-13,2.61790589e-27
4.828e-05,-3.3673716e-25,9.0,7.16413186e-12,-1.83186799e-15,0.66010638,1.28178949,8.99999914,7.34407235e-12,5.91082738e-13,2.54019028e-27
4.928e-05,4.42027212e-25,9.0,8.20812851e-12,-1.83186799e-15,0.66010638,1.28178949,8.99999914,8.39243612e-12,6.76125822e-13,2.54019028e-27
5.028e-05,-9.25927086e-26,9.0,6.97022373e-12,-1.83186799e-15,0.66010638,1.28178949,8.99999914,7.15884338e-12,5.75761661e-13,2.54019028e-27
5.128e-05,-3.89585581e-25,9.0,5.55514708e-12,-1.94289029e-15,0.66010638,1.28178949,8.99999914,5.74732507e-12,4.609646e-13,2.69340106e-27
5.228e-05,4.01924439e-25,9.0,6.76364895e-12,-1.99840144e-15,0.66010638,1.28178949,8.99999914,6.9593266e-12,5.5933036e-13,2.77111667e-27
5.328e-05,-3.83613973e-26,9.0,5.35410928e-12,-1.99840144e-15,0.66010638,1.28178949,8.99999914,5.55322947e-12,4.44977388e-13,2.77111667e-27
5.428e-05,-3.50193303e-25,9.0,9.5437069e-12,-1.99840144e-15,0.66010638,1.28178949,8.99999914,9.74705943e-12,7.85593812e-13,2.77111667e-27
5.528e-05,3.81685657e-25,9.0,6.03199591e-12,-2.0539126e-15,0.66010638,1.28178949,8.99999914,6.23977335e-12,5.0048854e-13,2.84883228e-27
5.628e-05,-9.52181996e-26,9.0,6.71571431e-12,-2.1649349e-15,0.66010638,1.28178949,8.99999914,6.92711326e-12,5.56221735e-13,3.00204306e-27
5.728e-05,-3.54609174e-25,9.0,6.17508791e-12,-2.1649349e-15,0.66010638,1.28178949,8.99999914,6.39014902e-12,5.12478948e-13,3.00204306e-27
5.828e-05,4.17581918e-25,9.0,6.85875629e-12,-2.1649349e-15,0.66010638,1.28178949,8.99999914,7.0775202e-12,5.68212144e-13,3.00204306e-27
5.928e-05,-8.00333188e-26,9.0,8.94936085e-12,-2.1649349e-15,0.66010638,1.28178949,8.99999914,9.1726157e-12,7.38298311e-13,3.00204306e-27
6.028e-05,-3.28783296e-25,9.0,7.01170792e-12,-2.1649349e-15,0.66010638,1.28178949,8.99999914,7.23949717e-12,5.81090731e-13,3.00204306e-27
6.128e-05,4.37940713e-25,9.0,8.58037463e-12,-2.10942375e-15,0.66010638,1.28178949,8.99999914,8.81259344e-12,7.08766379e-13,2.92432745e-27
6.228e-05,-2.32381766e-26,9.0,6.6428507e-12,-1.99840144e-15,0.66010638,1.28178949,8.99999914,6.87939429e-12,5.51558799e-13,2.77111667e-27
6.328e-05,-2.90708251e-25,9.0,7.68702958e-12,-1.88737914e-15,0.66010638,1.28178949,8.99999914,7.92764416e-12,6.36601882e-13,2.61790589e-27
6.428e-05,3.51123704e-25,9.0,6.97392374e-12,-1.83186799e-15,0.66010638,1.28178949,8.99999914,7.21870336e-12,5.78870285e-13,2.54019028e-27
6.528e-05,-1.13143716e-25,9.0,5.55884579e-12,-1.94289029e-15,0.66010638,1.28178949,8.99999914,5.80718586e-12,4.64073224e-13,2.69340106e-27
6.628e-05,-2.78144495e-25,9.0,6.24272961e-12,-1.99840144e-15,0.66010638,1.28178949,8.99999914,6.4944224e-12,5.1980642e-13,2.77111667e-27
6.728e-05,3.78296251e-25,9.0,5.53012868e-12,-1.99840144e-15,0.66010638,1.28178949,8.99999914,5.78516603e-12,4.62074823e-13,2.77111667e-27
6.828e-05,-9.3476806e-26,9.0,8.84803588e-12,-1.94289029e-15,0.66010638,1.28178949,8.99999914,9.10715793e-12,7.31859018e-13,2.69340106e-27
6.928e-05,-2.20993879e-25,9.0,5.1644282e-12,-1.88737914e-15,0.66010638,1.28178949,8.99999914,5.42753107e-12,4.32764935e-13,2.61790589e-27
7.028e-05,3.48933673e-25,9.0,9.00434763e-12,-1.88737914e-15,0.66010638,1.28178949,8.99999914,9.27147572e-12,7.4495965e-13,2.61790589e-27
7.128e-05,-2.12901016e-25,9.0,5.8425697e-12,-1.99840144e-15,0.66010638,1.28178949,8.99999914,6.11391566e-12,4.88276086e-13,2.77111667e-27
7.228e-05,-2.26891653e-25,9.0,6.52635432e-12,-2.10942375e-15,0.66010638,1.28178949,8.99999914,6.80121419e-12,5.44009282e-13,2.92432745e-27
7.328e-05,4.19218793e-25,9.0,6.16066637e-12,-2.10942375e-15,0.66010638,1.28178949,8.99999914,6.43913051e-12,5.1447735e-13,2.92432745e-27
7.428e-05,-2.15384284e-25,9.0,8.77613174e-12,-2.10942375e-15,0.66010638,1.28178949,8.99999914,9.05883928e-12,7.27196081e-13,2.92432745e-27
7.528e-05,-2.25615811e-25,9.0,6.48879487e-12,-2.10942375e-15,0.66010638,1.28178949,8.99999914,6.77583904e-12,5.41566791e-13,2.92432745e-27
7.628e-05,5.19445781e-25,9.0,8.05764437e-12,-1.99840144e-15,0.66010638,1.28178949,8.99999914,8.34882105e-12,6.69242439e-13,2.77111667e-27
7.728e-05,-1.99623451e-25,9.0,5.59568642e-12,-1.88737914e-15,0.66010638,1.28178949,8.99999914,5.89074188e-12,4.69402295e-13,2.61790589e-27
7.828e-05,-2.00085844e-25,9.0,7.86433716e-12,-1.77635684e-15,0.66010638,1.28178949,8.99999914,8.1632165e-12,6.53921362e-13,2.46247467e-27
7.928e-05,5.06329113e-25,9.0,5.92706355e-12,-1.72084569e-15,0.66010638,1.28178949,8.99999914,6.2298609e-12,4.96713781e-13,2.3869795e-27
8.028e-05,-3.2739441e-25,9.0,5.2118406e-12,-1.72084569e-15,0.66010638,1.28178949,8.99999914,5.51780241e-12,4.38760139e-13,2.3869795e-27
8.128e-05,-2.01695264e-25,9.0,5.54610121e-12,-1.72084569e-15,0.66010638,1.28178949,8.99999914,5.85511926e-12,4.66071626e-13,2.3869795e-27
8.228e-05,5.07155994e-25,9.0,5.53323284e-12,-1.77635684e-15,0.66010638,1.28178949,8.99999914,5.84539842e-12,4.65183447e-13,2.46247467e-27
8.328e-05,-2.94191746e-25,9.0,8.6762667e-12,-1.66533454e-15,0.66010638,1.28178949,8.99999914,8.99246907e-12,7.20756788e-13,2.30926389e-27
8.428e-05,-8.42439952e-26,9.0,5.3397312e-12,-1.55431223e-15,0.66010638,1.28178949,8.99999914,5.65991539e-12,4.4986237e-13,2.15605311e-27
8.528e-05,4.13184932e-25,9.0,5.32420259e-12,-1.60982339e-15,0.66010638,1.28178949,8.99999914,5.64741631e-12,4.48752147e-13,2.23154828e-27
8.628e-05,-4.47676699e-25,9.0,5.13380716e-12,-1.77635684e-15,0.66010638,1.28178949,8.99999914,5.4599919e-12,4.33431069e-13,2.46247467e-27
8.728e-05,-7.26421986e-26,9.0,5.99271182e-12,-1.94289029e-15,0.66010638,1.28178949,8.99999914,6.3220575e-12,5.03375119e-13,2.69340106e-27
8.828e-05,4.40851709e-25,9.0,5.45233817e-12,-1.94289029e-15,0.66010638,1.28178949,8.99999914,5.78493529e-12,4.59632332e-13,2.69340106e-27
8.928e-05,-3.94636218e-25,9.0,7.89317891e-12,-1.88737914e-15,0.66010638,1.28178949,8.99999914,8.22956736e-12,6.58140209e-13,2.61790589e-27
9.028e-05,9.89393846e-28,9.0,5.95589521e-12,-1.88737914e-15,0.66010638,1.28178949,8.99999914,6.29621807e-12,5.00932629e-13,2.61790589e-27
9.128e-05,3.35766622e-25,9.0,8.39929229e-12,-1.99840144e-15,0.66010638,1.28178949,8.99999914,8.74369332e-12,6.9966255e-13,2.77111667e-27
9.228e-05,-4.41528574e-25,9.0,6.28695941e-12,-2.10942375e-15,0.66010638,1.28178949,8.99999914,6.63553267e-12,5.28244115e-13,2.92432745e-27
9.328e-05,9.23365206e-26,9.0,5.57161064e-12,-2.10942375e-15,0.66010638,1.28178949,8.99999914,5.92355282e-12,4.70290473e-13,2.92432745e-27
9.428e-05,3.22462214e-25,9.0,5.90574548e-12,-2.10942375e-15,0.66010638,1.28178949,8.99999914,6.26094827e-12,4.9760196e-13,2.92432745e-27
9.528e-05,-4.34693097e-25,9.0,5.71787912e-12,-2.1649349e-15,0.66010638,1.28178949,8.99999914,6.07638408e-12,4.82502927e-13,3.00204306e-27
9.628e-05,-1.20578634e-26,9.0,9.21059294e-12,-2.3869795e-15,0.66010638,1.28178949,8.99999914,9.57333894e-12,7.66497976e-13,3.31068506e-27
9.728e-05,2.07960002e-25,9.0,6.74823193e-12,-2.60902411e-15,0.66010638,1.28178949,8.99999914,7.11551168e-12,5.66657832e-13,3.61710661e-27
9.828e-05,-3.08609693e-25,9.0,9.53836414e-12,-2.66453526e-15,0.66010638,1.28178949,8.99999914,9.91027077e-12,7.93587418e-13,3.69482223e-27
9.928e-05,5.767357e-26,9.0,1.00459845e-11,-2.77555756e-15,0.66010638,1.28178949,8.99999914,1.04234549e-11,8.35109759e-13,3.848033e-27
0.00010028,2.05761205e-25,9.0,9.67906613e-12,-2.83106871e-15,0.66010638,1.28178949,8.99999914,1.00621402e-11,8.05577827e-13,3.92574862e-27
0.00010128,-2.40225015e-25,9.0,1.01866373e-11,-2.72004641e-15,0.66010638,1.28178949,8.99999914,1.0575355e-11,8.47100168e-13,3.77253784e-27
0.00010228,5.61667029e-26,9.0,9.46719287e-12,-2.66453526e-15,0.66010638,1.28178949,8.99999914,9.86149408e-12,7.88924481e-13,3.69482223e-27
0.00010328,1.39280406e-25,9.0,9.79996586e-12,-2.83106871e-15,0.66010638,1.28178949,8.99999914,1.01997407e-11,8.16235968e-13,3.92574862e-27
0.00010428,-3.06951304e-25,9.0,1.01326225e-11,-2.99760217e-15,0.66010638,1.28178949,8.99999914,1.053806e-11,8.43547454e-13,4.156675e-27
0.00010528,2.31940359e-26,9.0,1.02902906e-11,-3.10862447e-15,0.66010638,1.28178949,8.99999914,1.07015301e-11,8.56648086e-13,4.30988578e-27
0.00010628,1.5622095e-25,9.0,1.06227759e-11,-3.21964677e-15,0.66010638,1.28178949,8.99999914,1.10399565e-11,8.83959572e-13,4.46531701e-27
0.00010728,-2.82027443e-25,9.0,1.0783005e-11,-3.33066907e-15,0.66010638,1.28178949,8.99999914,1.12062669e-11,8.97282249e-13,4.61852778e-27
0.00010828,7.764376e-26,9.0,1.05907012e-11,-3.38618023e-15,0.66010638,1.28178949,8.99999914,1.10200352e-11,8.81961171e-13,4.69624339e-27
0.00010928,1.95501013e-25,9.0,1.07482092e-11,-3.33066907e-15,0.66010638,1.28178949,8.99999914,1.11836053e-11,8.95061802e-13,4.61852778e-27
0.00011028,-2.68581077e-25,9.0,1.03810453e-11,-3.38618023e-15,0.66010638,1.28178949,8.99999914,1.08224441e-11,8.6552987e-13,4.69624339e-27
0.00011128,3.48035873e-27,9.0,1.03637543e-11,-3.49720253e-15,0.66010638,1.28178949,8.99999914,1.08110465e-11,8.64419647e-13,4.84945417e-27
0.00011228,1.66349352e-25,9.0,1.05213416e-11,-3.55271368e-15,0.66010638,1.28178949,8.99999914,1.09745671e-11,8.77520279e-13,4.92716978e-27
0.00011328,-2.53603671e-25,9.0,1.1025886e-11,-3.71924713e-15,0.66010638,1.28178949,8.99999914,1.14852328e-11,9.18820575e-13,5.15809617e-27
0.00011428,-7.14696527e-26,9.0,1.17078586e-11,-3.99680289e-15,0.66010638,1.28178949,8.99999914,1.21736638e-11,9.74553771e-13,5.54223334e-27
0.00011528,1.03974336e-25,9.0,1.1864976e-11,-4.16333634e-15,0.66010638,1.28178949,8.99999914,1.23374781e-11,9.87654403e-13,5.77315973e-27
0.00011628,-1.87929431e-25,9.0,1.11476772e-11,-4.21884749e-15,0.66010638,1.28178949,8.99999914,1.1626717e-11,9.29700761e-13,5.85087534e-27
0.00011728,2.92985203e-26,9.0,1.1654735e-11,-4.3298698e-15,0.66010638,1.28178949,8.99999914,1.21402527e-11,9.71223102e-13,6.00408612e-27
0.00011828,-1.50528577e-26,9.0,1.25140923e-11,-4.5519144e-15,0.66010638,1.28178949,8.99999914,1.30064762e-11,1.0413892e-12,6.31272812e-27
0.00011928,-2.27658676e-25,9.0,1.24960557e-11,-4.71844785e-15,0.66010638,1.28178949,8.99999914,1.29955447e-11,1.04027897e-12,6.54365451e-27
0.00012028,1.50592912e-25,9.0,1.24780253e-11,-4.82947016e-15,0.66010638,1.28178949,8.99999914,1.29846092e-11,1.03916875e-12,6.69686528e-27
0.00012128,-1.10998422e-25,9.0,1.26321411e-11,-5.16253706e-15,0.66010638,1.28178949,8.99999914,1.31458586e-11,1.05204734e-12,7.15871806e-27
0.00012228,-3.46501684e-25,9.0,1.36605643e-11,-5.49560397e-15,0.66010638,1.28178949,8.99999914,1.41817513e-11,1.1359802e-12,7.62057084e-27
0.00012328,2.7890651e-25,9.0,1.38142667e-11,-5.55111512e-15,0.66010638,1.28178949,8.99999914,1.4343259e-11,1.14885879e-12,7.69828645e-27
0.00012428,2.48421827e-26,9.0,1.06426101e-11,-5.60662627e-15,0.66010638,1.28178949,8.99999914,1.11785505e-11,8.91509089e-13,7.77378162e-27
0.00012528,-3.82665744e-25,9.0,1.08000999e-11,-5.77315973e-15,0.66010638,1.28178949,8.99999914,1.1342132e-11,9.0460972e-13,8.00470801e-27
0.00012628,1.62976734e-25,9.0,1.46216549e-11,-6.05071548e-15,0.66010638,1.28178949,8.99999914,1.5170909e-11,1.21547217e-12,8.39106562e-27
0.00012728,-1.64784396e-26,9.0,1.19770652e-11,-6.21724894e-15,0.66010638,1.28178949,8.99999914,1.25338758e-11,1.00097708e-12,8.62199201e-27
0.00012828,-1.59671258e-25,9.0,1.09099828e-11,-6.10622664e-15,0.66010638,1.28178949,8.99999914,1.14732953e-11,9.14601728e-13,8.46656079e-27
0.00012928,1.82917642e-25,9.0,1.42068826e-11,-6.21724894e-15,0.66010638,1.28178949,8.99999914,1.47773306e-11,1.18283161e-12,8.62199201e-27
0.00013028,-2.95743545e-25,9.0,1.24313344e-11,-6.605827e-15,0.66010638,1.28178949,8.99999914,1.30093501e-11,1.03894671e-12,9.15933995e-27
0.00013128,-8.34467188e-26,9.0,1.20635821e-11,-6.7168493e-15,0.66010638,1.28178949,8.99999914,1.26485566e-11,1.00941477e-12,9.31477118e-27
0.00013228,3.11892826e-25,9.0,1.22205752e-11,-6.7168493e-15,0.66010638,1.28178949,8.99999914,1.28124486e-11,1.02251541e-12,9.31477118e-27
0.00013328,-2.94752827e-25,9.0,1.16780244e-11,-6.77236045e-15,0.66010638,1.28178949,8.99999914,1.22766871e-11,9.78772619e-13,9.39026634e-27
0.00013428,1.69267589e-26,9.0,1.44500389e-11,-6.7168493e-15,0.66010638,1.28178949,8.99999914,1.50561244e-11,1.20436994e-12,9.31477118e-27
0.00013528,3.27578397e-25,9.0,1.19803815e-11,-6.7168493e-15,0.66010638,1.28178949,8.99999914,1.25939757e-11,1.0040857e-12,9.31477118e-27
0.00013628,-3.36439181e-25,9.0,1.44107429e-11,-6.7168493e-15,0.66010638,1.28178949,8.99999914,1.50318346e-11,1.20192745e-12,9.31477118e-27
0.00013728,4.71668563e-27,9.0,1.47417877e-11,-6.7168493e-15,0.66010638,1.28178949,8.99999914,1.53711613e-11,1.22923893e-12,9.31477118e-27
0.00013828,3.00224137e-25,9.0,1.43650306e-11,-6.77236045e-15,0.66010638,1.28178949,8.99999914,1.50026732e-11,1.19904087e-12,9.39026634e-27
0.00013928,-3.22385236e-25,9.0,1.48682312e-11,-6.77236045e-15,0.66010638,1.28178949,8.99999914,1.55141787e-11,1.24034116e-12,9.39026634e-27
0.00014028,9.83785997e-26,9.0,1.43247548e-11,-6.605827e-15,0.66010638,1.28178949,8.99999914,1.49789958e-11,1.19659838e-12,9.15933995e-27
0.00014128,3.19357943e-25,9.0,1.15026643e-11,-6.49480469e-15,0.66010638,1.28178949,8.99999914,1.21642426e-11,9.67670388e-13,9.00612918e-27
0.00014228,-4.33098199e-25,9.0,1.16598534e-11,-6.66133815e-15,0.66010638,1.28178949,8.99999914,1.2328012e-11,9.8077102e-13,9.23705556e-27
0.00014328,5.43777069e-26,9.0,1.46067466e-11,-6.66133815e-15,0.66010638,1.28178949,8.99999914,1.52823673e-11,1.22057919e-12,9.23705556e-27
0.00014428,4.42847002e-25,9.0,1.38857569e-11,-6.49480469e-15,0.66010638,1.28178949,8.99999914,1.45694721e-11,1.16240351e-12,9.00612918e-27
0.00014528,-3.9566135e-25,9.0,1.36923685e-11,-6.43929354e-15,0.66010638,1.28178949,8.99999914,1.43839183e-11,1.14708243e-12,8.92841356e-27
0.00014628,-3.21114133e-26,9.0,1.40154672e-11,-6.49480469e-15,0.66010638,1.28178949,8.99999914,1.47148886e-11,1.17372778e-12,9.00612918e-27
0.00014728,3.52773001e-25,9.0,1.45160577e-11,-6.605827e-15,0.66010638,1.28178949,8.99999914,1.52235846e-11,1.21480603e-12,9.15933995e-27
0.00014828,-4.83893527e-25,9.0,1.15217604e-11,-6.77236045e-15,0.66010638,1.28178949,8.99999914,1.22366845e-11,9.71889236e-13,9.39026634e-27
0.00014928,-2.04073898e-26,9.0,1.23756995e-11,-6.99440506e-15,0.66010638,1.28178949,8.99999914,1.30974126e-11,1.04161124e-12,9.69890834e-27
0.00015028,3.46759762e-25,9.0,1.27074557e-11,-7.16093851e-15,0.66010638,1.28178949,8.99999914,1.34362947e-11,1.06892273e-12,9.92983473e-27
0.00015128,-4.47176579e-25,9.0,1.53069705e-11,-7.21644966e-15,0.66010638,1.28178949,8.99999914,1.60437682e-11,1.28053124e-12,1.00075503e-26
0.00015228,6.16108313e-26,9.0,1.54600974e-11,-7.27196081e-15,0.66010638,1.28178949,8.99999914,1.62056356e-11,1.29340982e-12,1.00830455e-26
0.00015328,2.70993327e-25,9.0,1.52661585e-11,-7.38298311e-15,0.66010638,1.28178949,8.99999914,1.60204258e-11,1.27808875e-12,1.02384767e-26
0.00015428,-3.74622156e-25,9.0,1.52389626e-11,-7.38298311e-15,0.66010638,1.28178949,8.99999914,1.60018962e-11,1.27631239e-12,1.02384767e-26
0.00015528,1.92471631e-25,9.0,1.45150196e-11,-7.27196081e-15,0.66010638,1.28178949,8.99999914,1.52864059e-11,1.21791466e-12,1.00830455e-26
0.00015628,1.70132778e-25,9.0,1.2042607e-11,-7.32747196e-15,0.66010638,1.28178949,8.99999914,1.28215382e-11,1.01740838e-12,1.01607611e-26
0.00015728,-5.24567461e-25,9.0,1.30712363e-11,-7.60502772e-15,0.66010638,1.28178949,8.99999914,1.38573021e-11,1.10134124e-12,1.05448983e-26
