bbox_x1,bbox_x2,bbox_y1,bbox_y2,class_id,class_name,component_class_id,component_class_name,component_node_id,confidence,connected_terminal_ids,diagram_id,estimated_connection_side,estimated_orientation,image_height,image_name,image_path,image_width,implicit_anchor_terminal_id,implicit_reason,instance_id,is_implicit_supply,is_suspicious_match,label,match_confidence,match_distance_px,match_status,match_warnings,matched_net_id,matched_net_implicit_reason,matched_net_index,matched_net_is_implicit_supply,merged_source_labels,n_components,n_connected_terminals,n_connections,n_nets,n_terminals,n_terminals_estimated,net_id,net_index,node_id,node_type,pixel_count,preferred_from_05_implicit_reason,preferred_from_05_is_implicit_supply,preferred_net_id_from_05,preferred_net_index_from_05,relative_position,search_kind,search_stage,search_window,snap_x,snap_y,source_json_stage,source_label,symbol_type,terminal_id,terminal_name,terminal_point_debug,terminal_point_mode,use_for_masking,use_for_terminals,x,y
,,,,,,,,,,,6,,,1024,6.jpg,C:\Users\m.profilo\Desktop\tesi_diagrams_yolo\data\batch_v6_operational_amplifier\6.jpg,1024,,,,,,6,,,,,,,,,,9,,16,7,,16,,,diagram:6,Diagram,,,,,,,,,,,,06_match_terminals_to_nets,,,,,,,,,,
17.01,113.81,635.42,779.86,31,Voltage_Source,,,,0.9619,,6,,vertical,,,,,,,31.1,,,31.1,,,,,,,,,,,,,,2,,,,component:6:31.1,Component,,,,,,,,,,,,,,two_terminal,,,,,True,True,,
38.04,93.63,904.25,950.66,9,GND,,,,0.7741,,6,top,up,,,,,,,9.1,,,9.1,,,,,,,,,,,,,,1,,,,component:6:9.1,Component,,,,,,,,,,,,,,one_terminal,,,,,True,True,,
159.26,228.19,445.63,509.32,22,Resistor,,,,0.7562,,6,,horizontal,,,,,,,22.1,,,22.1,,,,,,,,,,,,,,2,,,,component:6:22.1,Component,,,,,,,,,,,,,,two_terminal,,,,,True,True,,
263.04,317.04,902.13,951.77,9,GND,,,,0.785,,6,top,up,,,,,,,9.2,,,9.2,,,,,,,,,,,,,,1,,,,component:6:9.2,Component,,,,,,,,,,,,,,one_terminal,,,,,True,True,,
559.06,636.34,118.46,175.03,22,Resistor,,,,0.7682,,6,,horizontal,,,,,,,22.2,,,22.2,,,,,,,,,,,,,,2,,,,component:6:22.2,Component,,,,,,,,,,,,,,two_terminal,,,,,True,True,,
418.43,821.4,289.38,843.4,19,Operational_Amplifier,,,,0.9024,,6,,right,,,,,,,19.1,,,19.1,,,,,,,,,,,,,,5,,,,component:6:19.1,Component,,,,,,,,,,,,,,multi_terminal,,,,,True,True,,
608.11,644.45,860.27,915.0,26,Terminal,,,,0.875,,6,,top,,,,,,,26.1,,,26.1,,,,,,,,,,,,,,1,,,,component:6:26.1,Component,,,,,,,,,,,,,,variable_terminal,,,,,True,True,,
611.96,645.5,298.06,351.73,26,Terminal,,,,0.8654,,6,,bottom,,,,,,,26.2,,,26.2,,,,,,,,,,,,,,1,,,,component:6:26.2,Component,,,,,,,,,,,,,,variable_terminal,,,,,True,True,,
968.13,1003.73,550.68,601.97,26,Terminal,,,,0.8113,,6,,left,,,,,,,26.3,,,26.3,,,,,,,,,,,,,,1,,,,component:6:26.3,Component,,,,,,,,,,,,,,variable_terminal,,,,,True,True,,
,,,,,,31,Voltage_Source,component:6:31.1,,,6,,vertical,,,,,,,31.1,,False,31.1:t1,ok,0.0,matched_preferred,[],N2,,2,False,,,,,,,,,,terminal:6:31.1:t1,Terminal,,,False,N2,2,top,directional,directional_primary,"[57, 609, 74, 638]",65,631,,,,31.1:t1,t1,"{""point_mode"": ""bbox_side_center"", ""anchor_offset_ratio"": 0.5}",bbox_side_center,,,65.41,631.42
,,,,,,31,Voltage_Source,component:6:31.1,,,6,,vertical,,,,,,,31.1,,False,31.1:t2,ok,0.0,matched_preferred,[],N1,,1,False,,,,,,,,,,terminal:6:31.1:t2,Terminal,,,False,N1,1,bottom,directional,directional_primary,"[57, 778, 74, 807]",65,784,,,,31.1:t2,t2,"{""point_mode"": ""bbox_side_center"", ""anchor_offset_ratio"": 0.5}",bbox_side_center,,,65.41,783.86
