bbox_x1,bbox_x2,bbox_y1,bbox_y2,class_id,class_name,component_class_id,component_class_name,component_node_id,confidence,connected_terminal_ids,diagram_id,estimated_connection_side,estimated_orientation,image_height,image_name,image_path,image_width,implicit_anchor_terminal_id,implicit_reason,instance_id,is_implicit_supply,is_suspicious_match,label,match_confidence,match_distance_px,match_status,match_warnings,matched_net_id,matched_net_implicit_reason,matched_net_index,matched_net_is_implicit_supply,merged_source_labels,n_components,n_connected_terminals,n_connections,n_nets,n_terminals,n_terminals_estimated,net_id,net_index,node_id,node_type,pixel_count,preferred_from_05_implicit_reason,preferred_from_05_is_implicit_supply,preferred_net_id_from_05,preferred_net_index_from_05,relative_position,search_kind,search_stage,search_window,snap_x,snap_y,source_json_stage,source_label,symbol_type,terminal_id,terminal_name,terminal_point_debug,terminal_point_mode,use_for_masking,use_for_terminals,x,y
,,,,,,,,,,,2,,,1024,2.jpg,C:\Users\m.profilo\Desktop\tesi_diagrams_yolo\data\batch_v6_operational_amplifier\2.jpg,1024,,,,,,2,,,,,,,,,,10,,22,7,,22,,,diagram:2,Diagram,,,,,,,,,,,,06_match_terminals_to_nets,,,,,,,,,,
78.45,158.17,727.99,910.8,18,NPN_Transistor,,,,0.7847,,2,,left,,,,,,,18.1,,,18.1,,,,,,,,,,,,,,3,,,,component:2:18.1,Component,,,,,,,,,,,,,,three_terminal,,,,,True,True,,
103.25,168.69,90.1,252.4,22,Resistor,,,,0.8276,,2,,vertical,,,,,,,22.1,,,22.1,,,,,,,,,,,,,,2,,,,component:2:22.1,Component,,,,,,,,,,,,,,two_terminal,,,,,True,True,,
279.18,355.49,725.38,906.79,18,NPN_Transistor,,,,0.7719,,2,,left,,,,,,,18.2,,,18.2,,,,,,,,,,,,,,3,,,,component:2:18.2,Component,,,,,,,,,,,,,,three_terminal,,,,,True,True,,
313.96,379.76,92.07,248.53,22,Resistor,,,,0.8485,,2,,vertical,,,,,,,22.2,,,22.2,,,,,,,,,,,,,,2,,,,component:2:22.2,Component,,,,,,,,,,,,,,two_terminal,,,,,True,True,,
307.71,387.17,970.61,1022.26,9,GND,,,,0.7953,,2,top,up,,,,,,,9.1,,,9.1,,,,,,,,,,,,,,1,,,,component:2:9.1,Component,,,,,,,,,,,,,,one_terminal,,,,,True,True,,
315.38,379.85,484.27,640.46,22,Resistor,,,,0.8534,,2,,vertical,,,,,,,22.3,,,22.3,,,,,,,,,,,,,,2,,,,component:2:22.3,Component,,,,,,,,,,,,,,two_terminal,,,,,True,True,,
403.28,576.52,240.43,364.2,31,Voltage_Source,,,,0.8885,,2,,horizontal,,,,,,,31.1,,,31.1,,,,,,,,,,,,,,2,,,,component:2:31.1,Component,,,,,,,,,,,,,,two_terminal,,,,,True,True,,
586.0,825.71,219.37,502.29,19,Operational_Amplifier,,,,0.8555,,2,,right,,,,,,,19.1,,,19.1,,,,,,,,,,,,,,5,,,,component:2:19.1,Component,,,,,,,,,,,,,,multi_terminal,,,,,True,True,,
914.76,957.78,329.11,388.49,26,Terminal,,,,0.7468,,2,,left,,,,,,,26.1,,,26.1,,,,,,,,,,,,,,1,,,,component:2:26.1,Component,,,,,,,,,,,,,,variable_terminal,,,,,True,True,,
