bbox_x1,bbox_x2,bbox_y1,bbox_y2,class_id,class_name,component_class_id,component_class_name,component_node_id,confidence,connected_terminal_ids,diagram_id,estimated_connection_side,estimated_orientation,image_height,image_name,image_path,image_width,implicit_anchor_terminal_id,implicit_reason,instance_id,is_implicit_supply,is_suspicious_match,label,match_confidence,match_distance_px,match_status,match_warnings,matched_net_id,matched_net_implicit_reason,matched_net_index,matched_net_is_implicit_supply,merged_source_labels,n_components,n_connected_terminals,n_connections,n_nets,n_terminals,n_terminals_estimated,net_id,net_index,node_id,node_type,pixel_count,preferred_from_05_implicit_reason,preferred_from_05_is_implicit_supply,preferred_net_id_from_05,preferred_net_index_from_05,relative_position,search_kind,search_stage,search_window,snap_x,snap_y,source_json_stage,source_label,symbol_type,terminal_id,terminal_name,terminal_point_debug,terminal_point_mode,use_for_masking,use_for_terminals,x,y
,,,,,,,,,,,1,,,1024,1.jpg,C:\Users\m.profilo\Desktop\tesi_diagrams_yolo\data\batch_v6_operational_amplifier\1.jpg,1024,,,,,,1,,,,,,,,,,10,,18,9,,18,,,diagram:1,Diagram,,,,,,,,,,,,06_match_terminals_to_nets,,,,,,,,,,
114.17,179.31,661.11,711.8,9,GND,,,,0.7984,,1,top,up,,,,,,,9.1,,,9.1,,,,,,,,,,,,,,1,,,,component:1:9.1,Component,,,,,,,,,,,,,,one_terminal,,,,,True,True,,
109.73,187.17,517.36,593.03,2,Battery,,,,0.8427,,1,,,,,,,,,2.1,,,2.1,,,,,,,,,,,,,,2,,,,component:1:2.1,Component,,,,,,,,,,,,,,two_terminal,,,,,True,True,,
438.01,496.04,959.83,1011.74,9,GND,,,,0.8083,,1,top,up,,,,,,,9.2,,,9.2,,,,,,,,,,,,,,1,,,,component:1:9.2,Component,,,,,,,,,,,,,,one_terminal,,,,,True,True,,
454.26,480.06,833.99,869.94,26,Terminal,,,,0.6792,,1,,bottom,,,,,,,26.1,,,26.1,,,,,,,,,,,,,,1,,,,component:1:26.1,Component,,,,,,,,,,,,,,variable_terminal,,,,,True,True,,
452.23,482.61,696.31,736.99,26,Terminal,,,,0.6707,,1,,right,,,,,,,26.2,,,26.2,,,,,,,,,,,,,,1,,,,component:1:26.2,Component,,,,,,,,,,,,,,variable_terminal,,,,,True,True,,
390.33,574.17,335.1,560.01,19,Operational_Amplifier,,,,0.8438,,1,,right,,,,,,,19.1,,,19.1,,,,,,,,,,,,,,3,,,,component:1:19.1,Component,,,,,,,,,,,,,,multi_terminal,,,,,True,True,,
618.24,711.55,666.25,775.28,16,Mosfet,,,,0.8646,,1,,left,,,,,,,16.1,,,16.1,,,,,,,,,,,,,,3,,,,component:1:16.1,Component,,,,,,,,,,,,,,three_terminal,,,,,True,True,,
618.58,711.97,396.62,504.93,16,Mosfet,,,,0.8637,,1,,left,,,,,,,16.2,,,16.2,,,,,,,,,,,,,,3,,,,component:1:16.2,Component,,,,,,,,,,,,,,three_terminal,,,,,True,True,,
669.56,724.91,151.13,259.43,22,Resistor,,,,0.8344,,1,,vertical,,,,,,,22.1,,,22.1,,,,,,,,,,,,,,2,,,,component:1:22.1,Component,,,,,,,,,,,,,,two_terminal,,,,,True,True,,
670.18,728.63,961.29,1011.0,9,GND,,,,0.8066,,1,top,up,,,,,,,9.3,,,9.3,,,,,,,,,,,,,,1,,,,component:1:9.3,Component,,,,,,,,,,,,,,one_terminal,,,,,True,True,,
,,,,,,9,GND,component:1:9.1,,,1,top,up,,,,,,,9.1,,False,9.1:t1,ok,1.0,matched_preferred,[],N1,,1,False,,,,,,,,,,terminal:1:9.1:t1,Terminal,,,False,N1,1,top,directional,directional_primary,"[141, 639, 154, 663]",146,657,,,,9.1:t1,t1,"{""point_mode"": ""side_peak_outside"", ""scan_axis"": ""x"", ""relative_position"": ""top"", ""scan_start"": 119, ""scan_end"": 174, ""scan_margin"": 5, ""probe_halfspan"": 6, ""probe_out_len"": 12, ""probe_inset"": 1, ""peak_coord"": 147, ""anchor_offset_ratio"": 0.5077, ""max_score"": 56, ""keep_threshold"": 48, ""selected_run_start"": 23, ""selected_run_end"": 32, ""selected_run_length"": 10, ""selected_run_score"": 56}",two_terminal_side_peak,,,147.0,657.0
,,,,,,2,Battery,component:1:2.1,,,1,,,,,,,,,2.1,,False,2.1:t1,ok,2.0,matched_preferred,[],N2,,2,False,,,,,,,,,,terminal:1:2.1:t1,Terminal,,,False,N2,2,top,directional,directional_primary,"[142, 495, 155, 519]",146,513,,,,2.1:t1,t1,"{""point_mode"": ""bbox_side_center"", ""anchor_offset_ratio"": 0.5}",bbox_side_center,,,148.45,513.36
,,,,,,2,Battery,component:1:2.1,,,1,,,,,,,,,2.1,,False,2.1:t2,ok,2.0,matched_preferred,[],N1,,1,False,,,,,,,,,,terminal:1:2.1:t2,Terminal,,,False,N1,1,bottom,directional,directional_primary,"[142, 592, 155, 616]",146,597,,,,2.1:t2,t2,"{""point_mode"": ""bbox_side_center"", ""anchor_offset_ratio"": 0.5}",bbox_side_center,,,148.45,597.03
,,,,,,9,GND,component:1:9.2,,,1,top,up,,,,,,,9.2,,False,9.2:t1,ok,1.0,matched_preferred,[],N3,,3,False,,,,,,,,,,terminal:1:9.2:t1,Terminal,,,False,N3,3,top,directional,directional_primary,"[461, 938, 474, 962]",466,956,,,,9.2:t1,t1,"{""point_mode"": ""side_peak_outside"", ""scan_axis"": ""x"", ""relative_position"": ""top"", ""scan_start"": 443, ""scan_end"": 491, ""scan_margin"": 5, ""probe_halfspan"": 6, ""probe_out_len"": 12, ""probe_inset"": 1, ""peak_coord"": 467, ""anchor_offset_ratio"": 0.5, ""max_score"": 56, ""keep_threshold"": 48, ""selected_run_start"": 19, ""selected_run_end"": 28, ""selected_run_length"": 10, ""selected_run_score"": 56}",two_terminal_side_peak,,,467.0,956.0
,,,,,,26,Terminal,component:1:26.1,,,1,,bottom,,,,,,,26.1,,False,26.1:t1,ok,1.0,matched_preferred,[],N3,,3,False,,,,,,,,,,terminal:1:26.1:t1,Terminal,,,False,N3,3,bottom,directional,directional_primary,"[461, 869, 474, 893]",466,874,,,,26.1:t1,t1,"{""point_mode"": ""bbox_side_center"", ""anchor_offset_ratio"": 0.5}",bbox_side_center,,,467.16,873.94
,,,,,,26,Terminal,component:1:26.2,,,1,,right,,,,,,,26.2,,False,26.2:t1,ok,2.0,matched_preferred,[],N5,,5,False,,,,,,,,,,terminal:1:26.2:t1,Terminal,,,False,N5,5,right,directional,directional_primary,"[482, 711, 506, 724]",487,719,,,,26.2:t1,t1,"{""point_mode"": ""bbox_side_center"", ""anchor_offset_ratio"": 0.5}",bbox_side_center,,,486.61,716.65
,,,,,,19,Operational_Amplifier,component:1:19.1,,,1,,right,,,,,,,19.1,,False,19.1:in1,ok,4.0,matched_preferred,[],N2,,2,False,,,,,,,,,,terminal:1:19.1:in1,Terminal,,,False,N2,2,left,directional,directional_primary,"[364, 393, 388, 406]",382,395,,,,19.1:in1,in1,"{""point_mode"": ""opamp_mandatory_wire_probe"", ""relative_position"": ""left"", ""scan_axis"": ""y"", ""scan_start"": 376, ""scan_end"": 430, ""probe_halfspan"": 2, ""probe_outward_len"": 14, ""probe_inward_len"": 1, ""probe_far_gap"": 2, ""probe_far_len"": 8, ""peak_coord"": 399, ""raw_scores_max"": 21.05, ""max_score"": 21.05, ""keep_threshold"": 19.366, ""selected_coord"": 399, ""selected_distance_to_center"": 3, ""kept_candidates"": 9, ""opamp_orientation"": ""right"", ""opamp_terminal_name"": ""in1"", ""opamp_terminal_role"": ""input"", ""opamp_slot"": ""upper""}",opamp_structured,,,382.0,399.0
,,,,,,19,Operational_Amplifier,component:1:19.1,,,1,,right,,,,,,,19.1,,False,19.1:in2,ok,3.0,matched_preferred,[],N4,,4,False,,,,,,,,,,terminal:1:19.1:in2,Terminal,,,False,N4,4,left,directional,directional_primary,"[364, 494, 388, 507]",382,503,,,,19.1:in2,in2,"{""point_mode"": ""opamp_mandatory_wire_probe"", ""relative_position"": ""left"", ""scan_axis"": ""y"", ""scan_start"": 466, ""scan_end"": 520, ""probe_halfspan"": 2, ""probe_outward_len"": 14, ""probe_inward_len"": 1, ""probe_far_gap"": 2, ""probe_far_len"": 8, ""peak_coord"": 500, ""raw_scores_max"": 20.3, ""max_score"": 20.3, ""keep_threshold"": 18.676, ""selected_coord"": 500, ""selected_distance_to_center"": 8, ""kept_candidates"": 7, ""opamp_orientation"": ""right"", ""opamp_terminal_name"": ""in2"", ""opamp_terminal_role"": ""input"", ""opamp_slot"": ""lower""}",opamp_structured,,,382.0,500.0
,,,,,,19,Operational_Amplifier,component:1:19.1,,,1,,right,,,,,,,19.1,,False,19.1:out,ok,1.0,matched_preferred,[],N6,,6,False,,,,,,,,,,terminal:1:19.1:out,Terminal,,,False,N6,6,right,directional,directional_primary,"[577, 442, 601, 455]",582,449,,,,19.1:out,out,"{""point_mode"": ""opamp_mandatory_wire_probe"", ""relative_position"": ""right"", ""scan_axis"": ""y"", ""scan_start"": 407, ""scan_end"": 488, ""probe_halfspan"": 2, ""probe_outward_len"": 14, ""probe_inward_len"": 1, ""probe_far_gap"": 2, ""probe_far_len"": 8, ""peak_coord"": 448, ""raw_scores_max"": 21.8, ""max_score"": 21.8, ""keep_threshold"": 20.056, ""selected_coord"": 448, ""selected_distance_to_center"": 0, ""kept_candidates"": 9, ""opamp_orientation"": ""right"", ""opamp_terminal_name"": ""out"", ""opamp_terminal_role"": ""output"", ""opamp_slot"": ""center""}",opamp_structured,,,582.0,448.0
,,,,,,16,Mosfet,component:1:16.1,,,1,,left,,,,,,,16.1,,False,16.1:t1,ok,0.0,matched_preferred,[],N5,,5,False,,,,,,,,,,terminal:1:16.1:t1,Terminal,,,False,N5,5,left,directional,directional_primary,"[596, 713, 620, 726]",614,719,,,,16.1:t1,t1,"{""point_mode"": ""three_terminal_structured"", ""scan_axis"": ""y"", ""relative_position"": ""left"", ""scan_start"": 693, ""scan_end"": 748, ""scan_margin"": 9, ""probe_halfspan"": 6, ""probe_out_len"": 12, ""probe_inset"": 1, ""peak_coord"": 719, ""anchor_offset_ratio"": 0.4862, ""max_score"": 70, ""keep_threshold"": 60, ""selected_run_start"": 22, ""selected_run_end"": 30, ""selected_run_length"": 9, ""selected_run_score"": 70, ""three_terminal_role"": ""single_side_terminal"", ""three_terminal_orientation"": ""left""}",three_terminal_structured,,,614.0,719.0
,,,,,,16,Mosfet,component:1:16.1,,,1,,left,,,,,,,16.1,,False,16.1:t2,ok,1.0,matched_preferred,[],N4,,4,False,,,,,,,,,,terminal:1:16.1:t2,Terminal,,,False,N4,4,top,directional,directional_primary,"[693, 644, 706, 668]",698,662,,,,16.1:t2,t2,"{""point_mode"": ""three_terminal_structured"", ""scan_axis"": ""x"", ""relative_position"": ""top"", ""scan_start"": 667, ""scan_end"": 708, ""scan_margin"": 8, ""probe_halfspan"": 6, ""probe_out_len"": 12, ""probe_inset"": 1, ""peak_coord"": 699, ""anchor_offset_ratio"": 0.8617, ""max_score"": 56, ""keep_threshold"": 48, ""selected_run_start"": 27, ""selected_run_end"": 36, ""selected_run_length"": 10, ""selected_run_score"": 56, ""three_terminal_role"": ""orthogonal_pair_terminal"", ""three_terminal_orientation"": ""left"", ""three_terminal_pair_bias"": ""opposite_side"", ""three_terminal_pair_bias_debug"": {""top"": {""local_score"": 70.0, ""point_mode"": ""side_peak_outside"", ""scan_axis"": ""x"", ""relative_position"": ""top"", ""scan_start"": 667, ""scan_end"": 708, ""scan_margin"": 8, ""probe_halfspan"": 6, ""probe_out_len"": 12, ""probe_inset"": 1, ""peak_coord"": 699, ""anchor_offset_ratio"": 0.8617, ""max_score"": 56, ""keep_threshold"": 48, ""selected_run_start"": 27, ""selected_run_end"": 36, ""selected_run_length"": 10, ""selected_run_score"": 56}, ""bottom"": {""local_score"": 70.0, ""point_mode"": ""side_peak_outside"", ""scan_axis"": ""x"", ""relative_position"": ""bottom"", ""scan_start"": 667, ""scan_end"": 708, ""scan_margin"": 8, ""probe_halfspan"": 6, ""probe_out_len"": 12, ""probe_inset"": 1, ""peak_coord"": 699, ""anchor_offset_ratio"": 0.8617, ""max_score"": 56, ""keep_threshold"": 48, ""selected_run_start"": 27, ""selected_run_end"": 36, ""selected_run_length"": 10, ""selected_run_score"": 56}}}",three_terminal_structured,,,699.0,662.0
,,,,,,16,Mosfet,component:1:16.1,,,1,,left,,,,,,,16.1,,False,16.1:t3,ok,1.0,matched_preferred,[],N9,,9,False,,,,,,,,,,terminal:1:16.1:t3,Terminal,,,False,N9,9,bottom,directional,directional_primary,"[693, 774, 706, 798]",698,779,,,,16.1:t3,t3,"{""point_mode"": ""three_terminal_structured"", ""scan_axis"": ""x"", ""relative_position"": ""bottom"", ""scan_start"": 667, ""scan_end"": 708, ""scan_margin"": 8, ""probe_halfspan"": 6, ""probe_out_len"": 12, ""probe_inset"": 1, ""peak_coord"": 699, ""anchor_offset_ratio"": 0.8617, ""max_score"": 56, ""keep_threshold"": 48, ""selected_run_start"": 27, ""selected_run_end"": 36, ""selected_run_length"": 10, ""selected_run_score"": 56, ""three_terminal_role"": ""orthogonal_pair_terminal"", ""three_terminal_orientation"": ""left"", ""three_terminal_pair_bias"": ""opposite_side"", ""three_terminal_pair_bias_debug"": {""top"": {""local_score"": 70.0, ""point_mode"": ""side_peak_outside"", ""scan_axis"": ""x"", ""relative_position"": ""top"", ""scan_start"": 667, ""scan_end"": 708, ""scan_margin"": 8, ""probe_halfspan"": 6, ""probe_out_len"": 12, ""probe_inset"": 1, ""peak_coord"": 699, ""anchor_offset_ratio"": 0.8617, ""max_score"": 56, ""keep_threshold"": 48, ""selected_run_start"": 27, ""selected_run_end"": 36, ""selected_run_length"": 10, ""selected_run_score"": 56}, ""bottom"": {""local_score"": 70.0, ""point_mode"": ""side_peak_outside"", ""scan_axis"": ""x"", ""relative_position"": ""bottom"", ""scan_start"": 667, ""scan_end"": 708, ""scan_margin"": 8, ""probe_halfspan"": 6, ""probe_out_len"": 12, ""probe_inset"": 1, ""peak_coord"": 699, ""anchor_offset_ratio"": 0.8617, ""max_score"": 56, ""keep_threshold"": 48, ""selected_run_start"": 27, ""selected_run_end"": 36, ""selected_run_length"": 10, ""selected_run_score"": 56}}}",three_terminal_structured,,,699.0,779.0
,,,,,,16,Mosfet,component:1:16.2,,,1,,left,,,,,,,16.2,,False,16.2:t1,ok,0.0,matched_preferred,[],N6,,6,False,,,,,,,,,,terminal:1:16.2:t1,Terminal,,,False,N6,6,left,directional,directional_primary,"[597, 443, 621, 456]",615,449,,,,16.2:t1,t1,"{""point_mode"": ""three_terminal_structured"", ""scan_axis"": ""y"", ""relative_position"": ""left"", ""scan_start"": 424, ""scan_end"": 478, ""scan_margin"": 9, ""probe_halfspan"": 6, ""probe_out_len"": 12, ""probe_inset"": 1, ""peak_coord"": 449, ""anchor_offset_ratio"": 0.4815, ""max_score"": 98, ""keep_threshold"": 83, ""selected_run_start"": 21, ""selected_run_end"": 29, ""selected_run_length"": 9, ""selected_run_score"": 98, ""three_terminal_role"": ""single_side_terminal"", ""three_terminal_orientation"": ""left""}",three_terminal_structured,,,615.0,449.0
