bbox_x1,bbox_x2,bbox_y1,bbox_y2,class_id,class_name,component_class_id,component_class_name,component_node_id,confidence,connected_terminal_ids,diagram_id,estimated_connection_side,estimated_orientation,image_height,image_name,image_path,image_width,implicit_anchor_terminal_id,implicit_reason,instance_id,is_implicit_supply,is_suspicious_match,label,match_confidence,match_distance_px,match_status,match_warnings,matched_net_id,matched_net_implicit_reason,matched_net_index,matched_net_is_implicit_supply,merged_source_labels,n_components,n_connected_terminals,n_connections,n_nets,n_terminals,n_terminals_estimated,net_id,net_index,node_id,node_type,pixel_count,preferred_from_05_implicit_reason,preferred_from_05_is_implicit_supply,preferred_net_id_from_05,preferred_net_index_from_05,relative_position,search_kind,search_stage,search_window,snap_x,snap_y,source_json_stage,source_label,symbol_type,terminal_id,terminal_name,terminal_point_debug,terminal_point_mode,use_for_masking,use_for_terminals,x,y
,,,,,,,,,,,5,,,1024,5.jpg,C:\Users\m.profilo\Desktop\tesi_diagrams_yolo\data\batch_v6_operational_amplifier\5.jpg,1024,,,,,,5,,,,,,,,,,20,,35,13,,35,,,diagram:5,Diagram,,,,,,,,,,,,06_match_terminals_to_nets,,,,,,,,,,
53.71,67.78,460.72,498.25,26,Terminal,,,,0.7008,,5,,right,,,,,,,26.1,,,26.1,,,,,,,,,,,,,,1,,,,component:5:26.1,Component,,,,,,,,,,,,,,variable_terminal,,,,,True,True,,
52.87,69.01,266.12,304.61,26,Terminal,,,,0.735,,5,,right,,,,,,,26.2,,,26.2,,,,,,,,,,,,,,1,,,,component:5:26.2,Component,,,,,,,,,,,,,,variable_terminal,,,,,True,True,,
93.64,127.23,460.21,501.27,22,Resistor,,,,0.7488,,5,,horizontal,,,,,,,22.1,,,22.1,,,,,,,,,,,,,,2,,,,component:5:22.1,Component,,,,,,,,,,,,,,two_terminal,,,,,True,True,,
93.4,128.21,264.79,309.7,22,Resistor,,,,0.6903,,5,,horizontal,,,,,,,22.2,,,22.2,,,,,,,,,,,,,,2,,,,component:5:22.2,Component,,,,,,,,,,,,,,two_terminal,,,,,True,True,,
170.43,198.03,754.55,796.09,9,GND,,,,0.7328,,5,top,up,,,,,,,9.1,,,9.1,,,,,,,,,,,,,,1,,,,component:5:9.1,Component,,,,,,,,,,,,,,one_terminal,,,,,True,True,,
315.81,353.6,97.32,144.74,22,Resistor,,,,0.7336,,5,,horizontal,,,,,,,22.3,,,22.3,,,,,,,,,,,,,,2,,,,component:5:22.3,Component,,,,,,,,,,,,,,two_terminal,,,,,True,True,,
252.11,444.06,227.49,713.18,19,Operational_Amplifier,,,,0.8656,,5,,right,,,,,,,19.1,,,19.1,,,,,,,,,,,,,,5,,,,component:5:19.1,Component,,,,,,,,,,,,,,multi_terminal,,,,,True,True,,
338.84,358.03,715.37,765.18,26,Terminal,,,,0.8533,,5,,top,,,,,,,26.3,,,26.3,,,,,,,,,,,,,,1,,,,component:5:26.3,Component,,,,,,,,,,,,,,variable_terminal,,,,,True,True,,
340.8,359.56,245.85,292.76,26,Terminal,,,,0.7597,,5,,bottom,,,,,,,26.4,,,26.4,,,,,,,,,,,,,,1,,,,component:5:26.4,Component,,,,,,,,,,,,,,variable_terminal,,,,,True,True,,
530.84,546.5,571.19,608.9,26,Terminal,,,,0.7377,,5,,right,,,,,,,26.5,,,26.5,,,,,,,,,,,,,,1,,,,component:5:26.5,Component,,,,,,,,,,,,,,variable_terminal,,,,,True,True,,
531.42,546.14,737.82,775.28,26,Terminal,,,,0.7385,,5,,right,,,,,,,26.6,,,26.6,,,,,,,,,,,,,,1,,,,component:5:26.6,Component,,,,,,,,,,,,,,variable_terminal,,,,,True,True,,
568.98,602.44,570.76,612.02,22,Resistor,,,,0.6914,,5,,horizontal,,,,,,,22.4,,,22.4,,,,,,,,,,,,,,2,,,,component:5:22.4,Component,,,,,,,,,,,,,,two_terminal,,,,,True,True,,
571.76,605.67,459.96,501.03,22,Resistor,,,,0.7056,,5,,horizontal,,,,,,,22.5,,,22.5,,,,,,,,,,,,,,2,,,,component:5:22.5,Component,,,,,,,,,,,,,,two_terminal,,,,,True,True,,
571.29,606.5,735.54,778.9,22,Resistor,,,,0.7823,,5,,horizontal,,,,,,,22.6,,,22.6,,,,,,,,,,,,,,2,,,,component:5:22.6,Component,,,,,,,,,,,,,,two_terminal,,,,,True,True,,
649.08,676.19,946.35,990.18,9,GND,,,,0.746,,5,top,up,,,,,,,9.2,,,9.2,,,,,,,,,,,,,,1,,,,component:5:9.2,Component,,,,,,,,,,,,,,one_terminal,,,,,True,True,,
794.52,831.58,290.94,339.14,22,Resistor,,,,0.775,,5,,horizontal,,,,,,,22.7,,,22.7,,,,,,,,,,,,,,2,,,,component:5:22.7,Component,,,,,,,,,,,,,,two_terminal,,,,,True,True,,
816.96,835.57,910.61,959.3,26,Terminal,,,,0.7988,,5,,top,,,,,,,26.7,,,26.7,,,,,,,,,,,,,,1,,,,component:5:26.7,Component,,,,,,,,,,,,,,variable_terminal,,,,,True,True,,
731.18,923.33,421.84,906.59,19,Operational_Amplifier,,,,0.8523,,5,,right,,,,,,,19.2,,,19.2,,,,,,,,,,,,,,5,,,,component:5:19.2,Component,,,,,,,,,,,,,,multi_terminal,,,,,True,True,,
818.34,837.0,438.76,487.5,26,Terminal,,,,0.7133,,5,,bottom,,,,,,,26.8,,,26.8,,,,,,,,,,,,,,1,,,,component:5:26.8,Component,,,,,,,,,,,,,,variable_terminal,,,,,True,True,,
991.31,1011.06,648.39,699.19,26,Terminal,,,,0.771,,5,,left,,,,,,,26.9,,,26.9,,,,,,,,,,,,,,1,,,,component:5:26.9,Component,,,,,,,,,,,,,,variable_terminal,,,,,True,True,,
