time,v(N001),v(N002),v(N004)
0.009628,0.0,1.79602687e-75,1.79602687e-75
0.009728,0.0,5.00775409e-76,5.00775409e-76
0.009828,0.0,1.39628206e-76,1.39628206e-76
0.009928,0.0,3.8931696e-77,3.8931696e-77
0.010028,0.0,1.08550915e-77,1.08550915e-77
0.010128,0.0,3.02666012e-78,3.02666012e-78
0.010228,0.0,8.43905503e-79,8.43905503e-79
0.010328,0.0,2.35301114e-79,2.35301114e-79
0.010428,0.0,6.56075996e-80,6.56075996e-80
0.010528,0.0,1.82929739e-80,1.82929739e-80
0.010628,0.0,5.10052028e-81,5.10052028e-81
0.010728,0.0,1.4221475e-81,1.4221475e-81
0.010828,0.0,3.96528866e-82,3.96528866e-82
0.010928,0.0,1.10561768e-82,1.10561768e-82
0.011028,0.0,3.08272751e-83,3.08272751e-83
0.011128,0.0,8.59538439e-84,8.59538439e-84
0.011228,0.0,2.39659952e-84,2.39659952e-84
0.011328,0.0,6.68229483e-85,6.68229483e-85
0.011428,0.0,1.86318422e-85,1.86318422e-85
0.011528,0.0,5.19500492e-86,5.19500492e-86
0.011628,0.0,1.44849209e-86,1.44849209e-86
0.011728,0.0,4.03874369e-87,4.03874369e-87
0.011828,0.0,1.1260987e-87,1.1260987e-87
0.011928,0.0,3.13983353e-88,3.13983353e-88
0.012028,0.0,8.75460967e-89,8.75460967e-89
0.012128,0.0,2.44099535e-89,2.44099535e-89
0.012228,0.0,6.80608107e-90,6.80608107e-90
0.012328,0.0,1.8976988e-90,1.8976988e-90
0.012428,0.0,5.29123984e-91,5.29123984e-91
0.012528,0.0,1.4753247e-91,1.4753247e-91
0.012628,0.0,4.11355944e-92,4.11355944e-92
0.012728,0.0,1.14695913e-92,1.14695913e-92
0.012828,0.0,3.19799741e-93,3.19799741e-93
0.012928,0.0,8.91678453e-94,8.91678453e-94
0.013028,0.0,2.4862136e-94,2.4862136e-94
0.013128,0.0,6.93216039e-95,6.93216039e-95
0.013228,0.0,1.93285274e-95,1.93285274e-95
0.013328,0.0,5.38925747e-96,5.38925747e-96
0.013428,0.0,1.50265436e-96,1.50265436e-96
0.013528,0.0,4.18976112e-97,4.18976112e-97
0.013628,0.0,1.16820599e-97,1.16820599e-97
0.013728,0.0,3.25723874e-98,3.25723874e-98
0.013828,0.0,9.0819636e-99,9.0819636e-99
0.013928,0.0,2.53226949e-99,2.53226949e-99
0.014028,0.0,7.06057526e-100,7.06057526e-100
0.014128,0.0,1.96865789e-100,1.96865789e-100
0.014228,0.0,5.48909082e-101,5.48909082e-101
0.014328,0.0,1.5304903e-101,1.5304903e-101
0.014428,0.0,4.26737439e-102,4.26737439e-102
0.014528,0.0,1.18984643e-102,1.18984643e-102
0.014628,0.0,3.3175775e-103,3.3175775e-103
0.014728,0.0,9.25020253e-104,9.25020253e-104
0.014828,0.0,2.57917854e-104,2.57917854e-104
0.014928,0.0,7.19136896e-105,7.19136896e-105
0.015028,0.0,2.00512631e-105,2.00512631e-105
0.015128,0.0,5.59077354e-106,5.59077354e-106
0.015228,0.0,1.55884188e-106,1.55884188e-106
0.015328,0.0,4.34642541e-107,4.34642541e-107
0.015428,0.0,1.21188775e-107,1.21188775e-107
0.015528,0.0,3.37903399e-108,3.37903399e-108
0.015628,0.0,9.421558e-109,9.421558e-109
0.015728,0.0,2.62695656e-109,2.62695656e-109
0.015828,0.0,7.32458555e-110,7.32458555e-110
0.015928,0.0,2.0422703e-110,2.0422703e-110
0.016028,0.0,5.69433988e-111,5.69433988e-111
0.016128,0.0,1.58771867e-111,1.58771867e-111
0.016228,0.0,4.42694081e-112,4.42694081e-112
0.016328,0.0,1.23433738e-112,1.23433738e-112
0.016428,0.0,3.44162894e-113,3.44162894e-113
0.016528,0.0,9.59608774e-114,9.59608774e-114
0.016628,0.0,2.67561964e-114,2.67561964e-114
0.016728,0.0,7.46026991e-115,7.46026991e-115
0.016828,0.0,2.08010235e-115,2.08010235e-115
0.016928,0.0,5.79982474e-116,5.79982474e-116
0.017028,0.0,1.61713038e-116,1.61713038e-116
0.017128,0.0,4.50894772e-117,4.50894772e-117
0.017228,0.0,1.25720287e-117,1.25720287e-117
0.017328,0.0,3.50538343e-118,3.50538343e-118
0.017428,0.0,9.77385057e-119,9.77385057e-119
0.017528,0.0,2.72518418e-119,2.72518418e-119
0.017628,0.0,7.59846776e-120,7.59846776e-120
0.017728,0.0,2.11863523e-120,2.11863523e-120
0.017828,0.0,5.90726365e-121,5.90726365e-121
0.017928,0.0,1.64708693e-121,1.64708693e-121
0.018028,0.0,4.59247377e-122,4.59247377e-122
0.018128,0.0,1.28049194e-122,1.28049194e-122
0.018228,0.0,3.57031895e-123,3.57031895e-123
0.018328,0.0,9.95490637e-124,9.95490637e-124
0.018428,0.0,2.77566689e-124,2.77566689e-124
0.018528,0.0,7.73922565e-125,7.73922565e-125
0.018628,0.0,2.15788191e-125,2.15788191e-125
0.018728,0.0,6.01669282e-126,6.01669282e-126
0.018828,0.0,1.6775984e-126,1.6775984e-126
0.018928,0.0,4.6775471e-127,4.6775471e-127
0.019028,0.0,1.30421243e-127,1.30421243e-127
0.019128,0.0,3.63645736e-128,3.63645736e-128
0.019228,0.0,1.01393161e-128,1.01393161e-128
0.019328,0.0,2.82708476e-129,2.82708476e-129
0.019428,0.0,7.88259101e-130,7.88259101e-130
0.019528,0.0,2.19785562e-130,2.19785562e-130
0.019628,0.0,6.12814911e-131,6.12814911e-131
0.019728,0.0,1.70867509e-131,1.70867509e-131
0.019828,0.0,4.76419637e-132,4.76419637e-132
0.019928,0.0,1.32837232e-132,1.32837232e-132
0.020028,0.0,3.70382095e-133,3.70382095e-133
0.020128,0.0,1.0327142e-133,1.0327142e-133
0.020228,0.0,2.87945512e-134,2.87945512e-134
0.020328,0.0,8.02861215e-135,8.02861215e-135
0.020428,0.0,2.23856981e-135,2.23856981e-135
0.020528,0.0,6.24167007e-136,6.24167007e-136
0.020628,0.0,1.74032746e-136,1.74032746e-136
0.020728,0.0,4.85245077e-137,4.85245077e-137
0.020828,0.0,1.35297977e-137,1.35297977e-137
0.020928,0.0,3.77243242e-138,3.77243242e-138
0.021028,0.0,1.05184472e-138,1.05184472e-138
0.021128,0.0,2.93279561e-139,2.93279561e-139
0.021228,0.0,8.17733826e-140,8.17733826e-140
0.021328,0.0,2.28003822e-140,2.28003822e-140
0.021428,0.0,6.35729395e-141,6.35729395e-141
0.021528,0.0,1.77256618e-141,1.77256618e-141
0.021628,0.0,4.94234005e-142,4.94234005e-142
0.021728,0.0,1.37804306e-142,1.37804306e-142
0.021828,0.0,3.84231488e-143,3.84231488e-143
0.021928,0.0,1.07132963e-143,1.07132963e-143
0.022028,0.0,2.98712422e-144,2.98712422e-144
0.022128,0.0,8.32881945e-145,8.32881945e-145
0.022228,0.0,2.32227482e-145,2.32227482e-145
0.022328,0.0,6.47505971e-146,6.47505971e-146
0.022428,0.0,1.8054021e-146,1.8054021e-146
0.022528,0.0,5.03389448e-147,5.03389448e-147
0.022628,0.0,1.40357063e-147,1.40357063e-147
0.022728,0.0,3.91349188e-148,3.91349188e-148
0.022828,0.0,1.09117549e-148,1.09117549e-148
0.022928,0.0,3.04245923e-149,3.04245923e-149
0.023028,0.0,8.48310675e-150,8.48310675e-150
0.023128,0.0,2.36529382e-150,2.36529382e-150
0.023228,0.0,6.59500702e-151,6.59500702e-151
0.023328,0.0,1.83884629e-151,1.83884629e-151
0.023428,0.0,5.12714491e-152,5.12714491e-152
0.023528,0.0,1.42957109e-152,1.42957109e-152
0.023628,0.0,3.9859874e-153,3.9859874e-153
0.023728,0.0,1.11138898e-153,1.11138898e-153
0.023828,0.0,3.0988193e-154,3.0988193e-154
0.023928,0.0,8.64025215e-155,8.64025215e-155
0.024028,0.0,2.40910973e-155,2.40910973e-155
0.024128,0.0,6.71717629e-156,6.71717629e-156
0.024228,0.0,1.87291001e-156,1.87291001e-156
0.024328,0.0,5.22212275e-157,5.22212275e-157
0.024428,0.0,1.45605319e-157,1.45605319e-157
0.024528,0.0,4.05982587e-158,4.05982587e-158
0.024628,0.0,1.13197692e-158,1.13197692e-158
0.024728,0.0,3.15622341e-159,3.15622341e-159
0.024828,0.0,8.80030859e-160,8.80030859e-160
0.024928,0.0,2.45373731e-160,2.45373731e-160
0.025028,0.0,6.84160869e-161,6.84160869e-161
0.025128,0.0,1.90760475e-161,1.90760475e-161
0.025228,0.0,5.31886002e-162,5.31886002e-162
0.025328,0.0,1.48302587e-162,1.48302587e-162
0.025428,0.0,4.13503215e-163,4.13503215e-163
0.025528,0.0,1.15294624e-163,1.15294624e-163
0.025628,0.0,3.2146909e-164,3.2146909e-164
0.025728,0.0,8.96332999e-165,8.96332999e-165
0.025828,0.0,2.49919159e-165,2.49919159e-165
0.025928,0.0,6.96834614e-166,6.96834614e-166
0.026028,0.0,1.9429422e-166,1.9429422e-166
0.026128,0.0,5.4173893e-167,5.4173893e-167
0.026228,0.0,1.51049819e-167,1.51049819e-167
0.026328,0.0,4.2116316e-168,4.2116316e-168
0.026428,0.0,1.174304e-168,1.174304e-168
0.026528,0.0,3.27424147e-169,3.27424147e-169
0.026628,0.0,9.12937129e-170,9.12937129e-170
0.026728,0.0,2.54548789e-170,2.54548789e-170
0.026828,0.0,7.09743134e-171,7.09743134e-171
0.026928,0.0,1.97893425e-171,1.97893425e-171
0.027028,0.0,5.51774378e-172,5.51774378e-172
0.027128,0.0,1.53847943e-172,1.53847943e-172
0.027228,0.0,4.28965001e-173,4.28965001e-173
0.027328,0.0,1.19605741e-173,1.19605741e-173
0.027428,0.0,3.33489519e-174,3.33489519e-174
0.027528,0.0,9.29848842e-175,9.29848842e-175
0.027628,0.0,2.59264181e-175,2.59264181e-175
0.027728,0.0,7.22890778e-176,7.22890778e-176
0.027828,0.0,2.01559304e-176,2.01559304e-176
0.027928,0.0,5.61995728e-177,5.61995728e-177
0.028028,0.0,1.56697901e-177,1.56697901e-177
0.028128,0.0,4.36911368e-178,4.36911368e-178
0.028228,0.0,1.21821378e-178,1.21821378e-178
0.028328,0.0,3.39667249e-179,3.39667249e-179
0.028428,0.0,9.47073837e-180,9.47073837e-180
0.028528,0.0,2.64066923e-180,2.64066923e-180
0.028628,0.0,7.36281976e-181,7.36281976e-181
0.028728,0.0,2.05293091e-181,2.05293091e-181
0.028828,0.0,5.72406424e-182,5.72406424e-182
0.028928,0.0,1.59600653e-182,1.59600653e-182
0.029028,0.0,4.45004937e-183,4.45004937e-183
0.029128,0.0,1.2407806e-183,1.2407806e-183
0.029228,0.0,3.45959419e-184,3.45959419e-184
0.029328,0.0,9.64617916e-185,9.64617916e-185
0.029428,0.0,2.68958633e-185,2.68958633e-185
0.029528,0.0,7.49921239e-186,7.49921239e-186
0.029628,0.0,2.09096045e-186,2.09096045e-186
0.029728,0.0,5.83009972e-187,5.83009972e-187
0.029828,0.0,1.62557177e-187,1.62557177e-187
0.029928,0.0,4.53248435e-188,4.53248435e-188
0.030028,0.0,1.26376545e-188,1.26376545e-188
0.030128,0.0,3.52368148e-189,3.52368148e-189
0.030228,0.0,9.8248699e-190,9.8248699e-190
0.030328,0.0,2.7394096e-190,2.7394096e-190
0.030428,0.0,7.63813163e-191,7.63813163e-191
0.030528,0.0,2.12969447e-191,2.12969447e-191
0.030628,0.0,5.93809947e-192,5.93809947e-192
0.030728,0.0,1.65568469e-192,1.65568469e-192
0.030828,0.0,4.6164464e-193,4.6164464e-193
0.030928,0.0,1.28717609e-193,1.28717609e-193
0.031028,0.0,3.58895595e-194,3.58895595e-194
0.031128,0.0,1.00068708e-194,1.00068708e-194
0.031228,0.0,2.79015582e-195,2.79015582e-195
0.031328,0.0,7.77962427e-196,7.77962427e-196
0.031428,0.0,2.16914602e-196,2.16914602e-196
0.031528,0.0,6.04809985e-197,6.04809985e-197
0.031628,0.0,1.68635544e-197,1.68635544e-197
0.031728,0.0,4.70196381e-198,4.70196381e-198
0.031828,0.0,1.31102039e-198,1.31102039e-198
0.031928,0.0,3.6554396e-199,3.6554396e-199
0.032028,0.0,1.01922432e-199,1.01922432e-199
0.032128,0.0,2.84184209e-200,2.84184209e-200
0.032228,0.0,7.923738e-201,7.923738e-201
0.032328,0.0,2.20932838e-201,2.20932838e-201
0.032428,0.0,6.16013794e-202,6.16013794e-202
0.032528,0.0,1.71759435e-202,1.71759435e-202
0.032628,0.0,4.78906539e-203,4.78906539e-203
0.032728,0.0,1.3353064e-203,1.3353064e-203
0.032828,0.0,3.72315483e-204,3.72315483e-204
0.032928,0.0,1.03810495e-204,1.03810495e-204
0.033028,0.0,2.89448582e-205,2.89448582e-205
0.033128,0.0,8.07052137e-206,8.07052137e-206
0.033228,0.0,2.25025511e-206,2.25025511e-206
0.033328,0.0,6.27425148e-207,6.27425148e-207
0.033428,0.0,1.74941194e-207,1.74941194e-207
0.033528,0.0,4.87778048e-208,4.87778048e-208
0.033628,0.0,1.3600423e-208,1.3600423e-208
0.033728,0.0,3.79212445e-209,3.79212445e-209
0.033828,0.0,1.05733534e-209,1.05733534e-209
0.033928,0.0,2.94810476e-210,2.94810476e-210
0.034028,0.0,8.22002382e-211,8.22002382e-211
0.034128,0.0,2.29193998e-211,2.29193998e-211
0.034228,0.0,6.39047891e-212,6.39047891e-212
0.034328,0.0,1.78181894e-212,1.78181894e-212
0.034428,0.0,4.96813898e-213,4.96813898e-213
0.034528,0.0,1.38523642e-213,1.38523642e-213
0.034628,0.0,3.8623717e-214,3.8623717e-214
0.034728,0.0,1.07692195e-214,1.07692195e-214
0.034828,0.0,3.00271695e-215,3.00271695e-215
0.034928,0.0,8.37229574e-216,8.37229574e-216
0.035028,0.0,2.33439705e-216,2.33439705e-216
0.035128,0.0,6.50885941e-217,6.50885941e-217
0.035228,0.0,1.81482626e-217,1.81482626e-217
0.035328,0.0,5.06017132e-218,5.06017132e-218
0.035428,0.0,1.41089725e-218,1.41089725e-218
0.035528,0.0,3.93392024e-219,3.93392024e-219
0.035628,0.0,1.09687141e-219,1.09687141e-219
0.035728,0.0,3.05834081e-220,3.05834081e-220
0.035828,0.0,8.52738842e-221,8.52738842e-221
0.035928,0.0,2.37764061e-221,2.37764061e-221
0.036028,0.0,6.62943284e-222,6.62943284e-222
0.036128,0.0,1.84844503e-222,1.84844503e-222
0.036228,0.0,5.15390851e-223,5.15390851e-223
0.036328,0.0,1.43703343e-223,1.43703343e-223
0.036428,0.0,4.00679419e-224,4.00679419e-224
0.036528,0.0,1.11719041e-224,1.11719041e-224
0.036628,0.0,3.11499508e-225,3.11499508e-225
0.036728,0.0,8.68535411e-226,8.68535411e-226
0.036828,0.0,2.42168524e-226,2.42168524e-226
0.036928,0.0,6.75223984e-227,6.75223984e-227
0.037028,0.0,1.88268657e-227,1.88268657e-227
0.037128,0.0,5.24938214e-228,5.24938214e-228
0.037228,0.0,1.46365377e-228,1.46365377e-228
0.037328,0.0,4.08101809e-229,4.08101809e-229
0.037428,0.0,1.13788582e-229,1.13788582e-229
0.037528,0.0,3.17269884e-230,3.17269884e-230
0.037628,0.0,8.84624604e-231,8.84624604e-231
0.037728,0.0,2.46654577e-231,2.46654577e-231
0.037828,0.0,6.87732177e-232,6.87732177e-232
0.037928,0.0,1.91756242e-232,1.91756242e-232
0.038028,0.0,5.34662438e-233,5.34662438e-233
0.038128,0.0,1.49076724e-233,1.49076724e-233
0.038228,0.0,4.15661695e-234,4.15661695e-234
0.038328,0.0,1.1589646e-234,1.1589646e-234
0.038428,0.0,3.23147153e-235,3.23147153e-235
0.038528,0.0,9.01011842e-236,9.01011842e-236
0.038628,0.0,2.51223733e-236,2.51223733e-236
0.038728,0.0,7.00472079e-237,7.00472079e-237
0.038828,0.0,1.95308432e-237,1.95308432e-237
0.038928,0.0,5.44566798e-238,5.44566798e-238
0.039028,0.0,1.51838297e-238,1.51838297e-238
0.039128,0.0,4.23361624e-239,4.23361624e-239
0.039228,0.0,1.18043385e-239,1.18043385e-239
0.039328,0.0,3.29133296e-240,3.29133296e-240
0.039428,0.0,9.17702645e-241,9.17702645e-241
0.039528,0.0,2.55877529e-241,2.55877529e-241
0.039628,0.0,7.13447981e-242,7.13447981e-242
0.039728,0.0,1.98926425e-242,1.98926425e-242
0.039828,0.0,5.54654631e-243,5.54654631e-243
0.039914,0.0,1.54651027e-243,1.54651027e-243
0.04,0.0,4.31204191e-244,4.31204191e-244
