time,v(N001),v(N002),v(N003),v(N004),v(N005),v(N006),@dled12_1[id]
3.97403766e-05,0.545111047,0.072801841,9.0,0.0670270835,1.50175359e-05,1.50175359e-05,2.08253629e-17
3.97412247e-05,0.545110642,0.0728021539,9.0,0.0670183344,5.62210439e-06,5.62210437e-06,7.79598161e-18
3.9742185e-05,0.545110183,0.0728025082,9.0,0.0670141371,1.82008686e-06,1.82008685e-06,2.52380104e-18
3.97435689e-05,0.545109521,0.0728030187,9.0,0.0670129765,2.19377325e-07,2.19377324e-07,3.04194242e-19
3.97456611e-05,0.545108521,0.0728037906,9.0,0.0670123818,3.42912479e-08,3.42912478e-08,4.7549079e-20
3.97498456e-05,0.54510652,0.0728053344,9.0,0.0670126861,-4.66248486e-08,-4.66248485e-08,-6.46511218e-20
3.97582146e-05,0.545102519,0.0728084219,9.0,0.0670123586,5.04678467e-08,5.04678466e-08,6.99799509e-20
3.97730007e-05,0.54509545,0.0728138769,9.0,0.0670126014,-5.18306994e-08,-5.18306993e-08,-7.18696761e-20
3.97887916e-05,0.545087901,0.0728197026,9.0,0.0670122596,5.34131027e-08,5.34131026e-08,7.40639161e-20
3.98037796e-05,0.545080736,0.072825232,9.0,0.0670124941,-5.43919366e-08,-5.43919365e-08,-7.54211473e-20
3.98178492e-05,0.545074009,0.0728304227,9.0,0.0670121651,5.58211028e-08,5.58211026e-08,7.74029089e-20
3.98321379e-05,0.545067179,0.0728356941,9.0,0.0670123953,-5.6600363e-08,-5.66003628e-08,-7.84834027e-20
3.98464355e-05,0.545060344,0.0728409689,9.0,0.0670120717,5.7800016e-08,5.78000158e-08,8.01469193e-20
3.98609241e-05,0.545053417,0.0728463141,9.0,0.0670122955,-5.83981475e-08,-5.83981474e-08,-8.09762525e-20
3.98752725e-05,0.545046558,0.0728516075,9.0,0.0670119772,5.94574958e-08,5.94574957e-08,8.24452222e-20
3.98896987e-05,0.545039662,0.0728569297,9.0,0.0670121961,-5.99467915e-08,-5.99467913e-08,-8.31236381e-20
3.99040405e-05,0.545032807,0.0728622207,9.0,0.0670118826,6.0911753e-08,6.09117529e-08,8.44617317e-20
3.99184567e-05,0.545025915,0.0728675392,9.0,0.0670120969,-6.13217702e-08,-6.132177e-08,-8.50302155e-20
3.99328157e-05,0.545019052,0.0728728365,9.0,0.0670117878,6.22171888e-08,6.22171887e-08,8.62718815e-20
3.99472241e-05,0.545012164,0.0728781521,9.0,0.0670119979,-6.25680856e-08,-6.25680854e-08,-8.67583853e-20
3.99626602e-05,0.545004786,0.0728838468,9.0,0.0670116892,6.33707885e-08,6.33707884e-08,8.78714918e-20
3.99807844e-05,0.544996123,0.0728905332,9.0,0.0670118831,-6.35626693e-08,-6.35626691e-08,-8.8137498e-20
4.00014388e-05,0.544986251,0.072898153,9.0,0.0670115599,6.42033498e-08,6.42033497e-08,8.90259421e-20
4.0025964e-05,0.544974528,0.0729072008,9.0,0.0670117297,-6.42616385e-08,-6.42616384e-08,-8.9106705e-20
4.00548675e-05,0.544960714,0.0729178638,9.0,0.0670113809,6.47816979e-08,6.47816978e-08,8.98278941e-20
4.00909588e-05,0.544943464,0.0729311785,9.0,0.06701151,-6.47316825e-08,-6.47316824e-08,-8.97584789e-20
4.01368225e-05,0.544921545,0.0729480984,9.0,0.0670111054,6.51501381e-08,6.51501379e-08,9.03387824e-20
4.01998474e-05,0.544891426,0.0729713491,9.0,0.0670111427,-6.50091006e-08,-6.50091004e-08,-9.01431532e-20
4.02921442e-05,0.544847321,0.0730053985,9.0,0.0670105825,6.53452616e-08,6.53452614e-08,9.06093456e-20
4.04496915e-05,0.544772045,0.073063519,9.0,0.0670103009,-6.51340054e-08,-6.51340052e-08,-9.0316349e-20
4.07647862e-05,0.544621529,0.0731797577,9.0,0.067008991,6.54142482e-08,6.5414248e-08,9.07050041e-20
4.13949755e-05,0.544320638,0.073412226,9.0,0.0670071188,-6.51684349e-08,-6.51684347e-08,-9.03640898e-20
4.26553541e-05,0.543719419,0.0738771259,9.0,0.067002632,6.54314471e-08,6.54314469e-08,9.07288526e-20
4.51761114e-05,0.542519237,0.0748067799,9.0,0.0669944206,-6.51770304e-08,-6.51770302e-08,-9.03760085e-20
5.01761114e-05,0.540147506,0.0766502012,9.0,0.0669774532,6.54357557e-08,6.54357556e-08,9.0734827e-20
5.51761114e-05,0.537787521,0.0784928571,9.0,0.0669610663,-6.51799183e-08,-6.51799181e-08,-9.03800129e-20
6.01761114e-05,0.535439223,0.0803347481,9.0,0.0669442642,6.54386433e-08,6.54386432e-08,9.07388311e-20
6.51761114e-05,0.533102555,0.0821758745,9.0,0.0669280417,-6.51828056e-08,-6.51828054e-08,-9.03840165e-20
7.01761114e-05,0.530777459,0.084016237,9.0,0.0669114032,6.54415304e-08,6.54415303e-08,9.07428344e-20
7.51761114e-05,0.528463878,0.0858558358,9.0,0.0668953435,-6.51856924e-08,-6.51856923e-08,-9.03880194e-20
8.01761114e-05,0.526161755,0.0876946716,9.0,0.0668788671,6.5444417e-08,6.54444168e-08,9.07468369e-20
8.51761114e-05,0.523871033,0.0895327448,9.0,0.0668629685,-6.51885787e-08,-6.51885785e-08,-9.03920216e-20
9.01761114e-05,0.521591656,0.0913700558,9.0,0.0668466525,6.5447303e-08,6.54473028e-08,9.07508387e-20
9.51761114e-05,0.519323567,0.0932066051,9.0,0.0668309136,-6.51914644e-08,-6.51914643e-08,-9.03960231e-20
0.000100176111,0.517066711,0.0950423932,9.0,0.0668147563,6.54501884e-08,6.54501883e-08,9.07548398e-20
0.000105176111,0.514821032,0.0968774205,9.0,0.0667991754,-6.51943496e-08,-6.51943495e-08,-9.04000237e-20
0.000110176111,0.512586474,0.0987116876,9.0,0.0667831755,6.54530734e-08,6.54530732e-08,9.07588401e-20
0.000115176111,0.510362983,0.100545195,9.0,0.066767751,-6.51972343e-08,-6.51972341e-08,-9.04040237e-20
0.000120176111,0.508150504,0.102377943,9.0,0.0667519067,6.54559578e-08,6.54559576e-08,9.07628397e-20
0.000125176111,0.505948981,0.104209932,9.0,0.0667366372,-6.52001184e-08,-6.52001183e-08,-9.04080229e-20
0.000130176111,0.503758362,0.106041162,9.0,0.066720947,6.54588416e-08,6.54588415e-08,9.07668385e-20
0.000135176111,0.501578591,0.107871635,9.0,0.0667058309,-6.5203002e-08,-6.52030019e-08,-9.04120213e-20
0.000140176111,0.499409616,0.109701349,9.0,0.0666902934,6.5461725e-08,6.54617248e-08,9.07708366e-20
0.000145176111,0.497251382,0.111530307,9.0,0.0666753291,-6.52058851e-08,-6.52058849e-08,-9.04160191e-20
0.000150176111,0.495103837,0.113358509,9.0,0.0666599427,6.54646078e-08,6.54646076e-08,9.0774834e-20
0.000155176111,0.492966928,0.115185954,9.0,0.0666451287,-6.52087676e-08,-6.52087675e-08,-9.0420016e-20
0.000160176111,0.490840601,0.117012644,9.0,0.066629892,6.546749e-08,6.54674899e-08,9.07788306e-20
0.000165176111,0.488724805,0.118838578,9.0,0.0666152269,-6.52116496e-08,-6.52116494e-08,-9.04240123e-20
0.000170176111,0.486619488,0.120663757,9.0,0.0666001383,6.54703717e-08,6.54703716e-08,9.07828264e-20
0.000175176111,0.484524596,0.122488183,9.0,0.0665856206,-6.52145311e-08,-6.52145309e-08,-9.04280078e-20
0.000180176111,0.48244008,0.124311854,9.0,0.0665706787,6.54732529e-08,6.54732528e-08,9.07868216e-20
0.000185176111,0.480365887,0.126134772,9.0,0.066556307,-6.5217412e-08,-6.52174118e-08,-9.04320025e-20
0.000190176111,0.478301966,0.127956937,9.0,0.0665415103,6.54761336e-08,6.54761334e-08,9.0790816e-20
0.000195176111,0.476248267,0.12977835,9.0,0.066527283,-6.52202924e-08,-6.52202922e-08,-9.04359965e-20
0.000200176111,0.474204739,0.131599011,9.0,0.0665126302,6.54790137e-08,6.54790135e-08,9.07948096e-20
0.000205176111,0.472171331,0.13341892,9.0,0.066498546,-6.52231722e-08,-6.52231721e-08,-9.04399898e-20
0.000210176111,0.470147994,0.135238078,9.0,0.0664840355,6.54818933e-08,6.54818931e-08,9.07988025e-20
0.000215176111,0.468134677,0.137056486,9.0,0.066470093,-6.52260515e-08,-6.52260514e-08,-9.04439823e-20
0.000220176111,0.466131331,0.138874143,9.0,0.0664557234,6.54847723e-08,6.54847722e-08,9.08027947e-20
0.000225176111,0.464137906,0.14069105,9.0,0.0664419212,-6.52289303e-08,-6.52289302e-08,-9.04479741e-20
0.000230176111,0.462154354,0.142507209,9.0,0.0664276912,6.54876509e-08,6.54876507e-08,9.08067861e-20
0.000235176111,0.460180625,0.144322618,9.0,0.0664140278,-6.52318086e-08,-6.52318084e-08,-9.04519652e-20
0.000240176111,0.458216671,0.146137279,9.0,0.0663999361,6.54905288e-08,6.54905287e-08,9.08107768e-20
0.000245176111,0.456262444,0.147951193,9.0,0.0663864101,-6.52346863e-08,-6.52346862e-08,-9.04559555e-20
0.000250176111,0.454317895,0.149764359,9.0,0.0663724552,6.54934063e-08,6.54934061e-08,9.08147667e-20
0.000255176111,0.452382976,0.151576777,9.0,0.0663590654,-6.52375635e-08,-6.52375633e-08,-9.04599451e-20
0.000260176111,0.450457639,0.15338845,9.0,0.066345246,6.54962832e-08,6.54962831e-08,9.0818756e-20
0.000265176111,0.448541838,0.155199376,9.0,0.066331991,-6.52404406e-08,-6.52404404e-08,-9.04639345e-20
0.000270176111,0.446635525,0.157009557,9.0,0.0663183057,6.5499159e-08,6.54991588e-08,9.08227435e-20
0.000275176111,0.444738652,0.158818992,9.0,0.0663051841,-6.52433163e-08,-6.52433161e-08,-9.0467922e-20
0.000280176111,0.442851174,0.160627683,9.0,0.0662916317,6.55020355e-08,6.55020353e-08,9.08267322e-20
0.000285176111,0.440973044,0.162435629,9.0,0.0662786422,-6.52461919e-08,-6.52461917e-08,-9.04719094e-20
0.000290176111,0.439104215,0.164242832,9.0,0.0662652213,6.55049108e-08,6.55049106e-08,9.08307192e-20
0.000295176111,0.437244641,0.166049291,9.0,0.0662523627,-6.52490669e-08,-6.52490668e-08,-9.0475896e-20
0.000300176111,0.435394277,0.167855007,9.0,0.0662390719,6.55077856e-08,6.55077854e-08,9.08347054e-20
0.000305176111,0.433553077,0.169659981,9.0,0.0662263429,-6.52519414e-08,-6.52519413e-08,-9.04798819e-20
0.000310176111,0.431720995,0.171464213,9.0,0.066213181,6.55106598e-08,6.55106597e-08,9.08386909e-20
0.000315176111,0.429897986,0.173267703,9.0,0.0662005802,-6.52548154e-08,-6.52548153e-08,-9.0483867e-20
0.000320176111,0.428084006,0.175070452,9.0,0.066187546,6.55135336e-08,6.55135334e-08,9.08426757e-20
0.000325176111,0.42627901,0.176872461,9.0,0.0661750722,-6.52576889e-08,-6.52576887e-08,-9.04878514e-20
0.000330176111,0.424482953,0.178673729,9.0,0.0661621643,6.55164068e-08,6.55164066e-08,9.08466598e-20
0.000335176111,0.42269579,0.180474257,9.0,0.0661498162,-6.52605618e-08,-6.52605617e-08,-9.04918351e-20
0.000340176111,0.420917479,0.182274046,9.0,0.0661370335,6.55192794e-08,6.55192793e-08,9.08506431e-20
0.000345176111,0.419147974,0.184073097,9.0,0.0661248099,-6.52634342e-08,-6.52634341e-08,-9.04958181e-20
0.000350176111,0.417387233,0.185871409,9.0,0.0661121511,6.55221516e-08,6.55221514e-08,9.08546256e-20
0.000355176111,0.415635212,0.187668982,9.0,0.0661000507,-6.52663061e-08,-6.5266306e-08,-9.04998003e-20
0.000360176111,0.413891868,0.189465819,9.0,0.0660875146,6.55250232e-08,6.5525023e-08,9.08586075e-20
0.000365176111,0.412157158,0.191261918,9.0,0.0660755363,-6.52691774e-08,-6.52691773e-08,-9.05037817e-20
0.000370176111,0.410431038,0.19305728,9.0,0.0660631216,6.55278942e-08,6.55278941e-08,9.08625886e-20
0.000375176111,0.408713468,0.194851907,9.0,0.0660512641,-6.52720483e-08,-6.52720481e-08,-9.05077625e-20
0.000380176111,0.407004403,0.196645797,9.0,0.0660389696,6.55307648e-08,6.55307646e-08,9.08665689e-20
0.000385176111,0.405303803,0.198438953,9.0,0.0660272318,-6.52749185e-08,-6.52749184e-08,-9.05117424e-20
0.000390176111,0.403611625,0.200231373,9.0,0.0660150564,6.55336348e-08,6.55336346e-08,9.08705486e-20
0.000395176111,0.401927827,0.202023059,9.0,0.066003437,-6.52777883e-08,-6.52777881e-08,-9.05157217e-20
0.000400176111,0.400252368,0.203814011,9.0,0.0659913795,6.55365043e-08,6.55365041e-08,9.08745275e-20
0.000405176111,0.398585207,0.20560423,9.0,0.0659798774,-6.52806575e-08,-6.52806573e-08,-9.05197002e-20
0.000410176111,0.396926302,0.207393715,9.0,0.0659679366,6.55393732e-08,6.55393731e-08,9.08785056e-20
0.000415176111,0.395275613,0.209182468,9.0,0.0659565507,-6.52835262e-08,-6.5283526e-08,-9.0523678e-20
0.000420176111,0.393633099,0.210970489,9.0,0.0659447254,6.55422416e-08,6.55422415e-08,9.08824831e-20
0.000425176111,0.39199872,0.212757777,9.0,0.0659334545,-6.52863943e-08,-6.52863942e-08,-9.05276551e-20
0.000430176111,0.390372435,0.214544335,9.0,0.0659217437,6.55451095e-08,6.55451094e-08,9.08864598e-20
0.000435176111,0.388754204,0.216330161,9.0,0.0659105865,-6.5289262e-08,-6.52892618e-08,-9.05316314e-20
0.000440176111,0.387143987,0.218115258,9.0,0.065898989,6.55479769e-08,6.55479767e-08,9.08904357e-20
0.000445176111,0.385541744,0.219899624,9.0,0.0658879446,-6.52921291e-08,-6.52921289e-08,-9.0535607e-20
0.000450176111,0.383947437,0.22168326,9.0,0.0658764592,6.55508437e-08,6.55508436e-08,9.08944109e-20
0.000455176111,0.382361026,0.223466168,9.0,0.0658655264,-6.52949956e-08,-6.52949955e-08,-9.05395818e-20
0.000460176111,0.380782471,0.225248346,9.0,0.0658541521,6.555371e-08,6.55537099e-08,9.08983854e-20
0.000465176111,0.379211734,0.227029797,9.0,0.0658433298,-6.52978617e-08,-6.52978615e-08,-9.05435559e-20
0.000470176111,0.377648776,0.22881052,9.0,0.0658320655,6.55565758e-08,6.55565757e-08,9.09023592e-20
0.000475176111,0.376093558,0.230590515,9.0,0.0658213525,-6.53007272e-08,-6.5300727e-08,-9.05475293e-20
0.000480176111,0.374546043,0.232369784,9.0,0.0658101971,6.55594411e-08,6.55594409e-08,9.09063322e-20
0.000485176111,0.373006191,0.234148325,9.0,0.0657995925,-6.53035922e-08,-6.5303592e-08,-9.0551502e-20
0.000490176111,0.371473966,0.235926141,9.0,0.0657885449,6.55623058e-08,6.55623056e-08,9.09103045e-20
0.000495176111,0.369949329,0.237703232,9.0,0.0657780475,-6.53064566e-08,-6.53064565e-08,-9.05554739e-20
0.000500176111,0.368432242,0.239479597,9.0,0.0657671066,6.556517e-08,6.55651698e-08,9.0914276e-20
0.000505176111,0.36692267,0.241255237,9.0,0.0657567155,-6.53093206e-08,-6.53093204e-08,-9.05594451e-20
0.000510176111,0.365420573,0.243030153,9.0,0.0657458803,6.55680336e-08,6.55680335e-08,9.09182469e-20
0.000515176111,0.363925915,0.244804345,9.0,0.0657355942,-6.5312184e-08,-6.53121838e-08,-9.05634155e-20
0.000520176111,0.362438659,0.246577814,9.0,0.0657248637,6.55708968e-08,6.55708966e-08,9.0922217e-20
0.000525176111,0.360958769,0.24835056,9.0,0.0657146817,-6.53150468e-08,-6.53150467e-08,-9.05673853e-20
0.000530176111,0.359486209,0.250122583,9.0,0.0657040548,6.55737594e-08,6.55737592e-08,9.09261863e-20
0.000535176111,0.358020941,0.251893884,9.0,0.0656939759,-6.53179092e-08,-6.5317909e-08,-9.05713543e-20
0.000540176111,0.356562929,0.253664463,9.0,0.0656834515,6.55766214e-08,6.55766213e-08,9.0930155e-20
0.000545176111,0.355112139,0.255434321,9.0,0.0656734747,-6.5320771e-08,-6.53207708e-08,-9.05753225e-20
0.000550176111,0.353668533,0.257203458,9.0,0.0656630519,6.5579483e-08,6.55794828e-08,9.09341229e-20
0.000555176111,0.352232077,0.258971875,9.0,0.0656531762,-6.53236323e-08,-6.53236321e-08,-9.057929e-20
0.000560176111,0.350802735,0.260739572,9.0,0.0656428539,6.5582344e-08,6.55823439e-08,9.093809e-20
0.000565176111,0.349380471,0.262506549,9.0,0.0656330782,-6.5326493e-08,-6.53264929e-08,-9.05832568e-20
0.000570176111,0.347965251,0.264272807,9.0,0.0656228555,6.55852045e-08,6.55852044e-08,9.09420565e-20
0.000575176111,0.346557041,0.266038347,9.0,0.0656131788,-6.53293533e-08,-6.53293531e-08,-9.05872229e-20
0.000580176111,0.345155804,0.267803168,9.0,0.0656030548,6.55880645e-08,6.55880643e-08,9.09460222e-20
0.000585176111,0.343761507,0.269567271,9.0,0.0655934762,-6.5332213e-08,-6.53322128e-08,-9.05911882e-20
0.000590176111,0.342374115,0.271330657,9.0,0.0655834497,6.55909239e-08,6.55909238e-08,9.09499871e-20
0.000595176111,0.340993594,0.273093326,9.0,0.0655739682,-6.53350722e-08,-6.5335072e-08,-9.05951529e-20
0.000600176111,0.33961991,0.274855279,9.0,0.0655640384,6.55937828e-08,6.55937827e-08,9.09539514e-20
0.000605176111,0.338253029,0.276616516,9.0,0.065554653,-6.53379308e-08,-6.53379307e-08,-9.05991167e-20
0.000610176111,0.336892918,0.278377036,9.0,0.0655448189,6.55966412e-08,6.55966411e-08,9.09579149e-20
0.000615176111,0.335539543,0.280136842,9.0,0.0655355287,-6.53407889e-08,-6.53407888e-08,-9.06030799e-20
0.000620176111,0.33419287,0.281895933,9.0,0.0655257893,6.55994991e-08,6.55994989e-08,9.09618777e-20
0.000625176111,0.332852866,0.283654309,9.0,0.0655165935,-6.53436465e-08,-6.53436464e-08,-9.06070423e-20
0.000630176111,0.331519499,0.285411971,9.0,0.0655069479,6.56023564e-08,6.56023563e-08,9.09658398e-20
0.000635176111,0.330192735,0.28716892,9.0,0.0654978453,-6.53465036e-08,-6.53465035e-08,-9.0611004e-20
0.000640176111,0.328872542,0.288925156,9.0,0.0654882926,6.56052133e-08,6.56052131e-08,9.09698011e-20
0.000645176111,0.327558887,0.290680679,9.0,0.0654792824,-6.53493606e-08,-6.53493605e-08,-9.06149656e-20
0.000650176111,0.326251738,0.29243549,9.0,0.0654698217,6.56080689e-08,6.56080687e-08,9.09737608e-20
0.000655176111,0.324951062,0.294189589,9.0,0.065460903,-6.53522166e-08,-6.53522165e-08,-9.06189258e-20
0.000660176111,0.323656827,0.295942977,9.0,0.0654515333,6.56109247e-08,6.56109245e-08,9.09777206e-20
0.000665176111,0.322369003,0.297695653,9.0,0.0654427052,-6.53550721e-08,-6.5355072e-08,-9.06228853e-20
0.000669813739,0.321180215,0.29932067,9.0,0.0654340787,6.56138914e-08,6.56138913e-08,9.09818345e-20
0.00067084068,0.320917714,0.299680426,9.0,0.0654324768,-6.53635598e-08,-6.53635597e-08,-9.06346545e-20
0.00067162067,0.320718516,0.299953651,9.0,0.0654308248,6.56299838e-08,6.56299837e-08,9.10041486e-20
0.000671946044,0.320635465,0.300067622,9.0,0.0654304876,-6.53946014e-08,-6.53946013e-08,-9.06776975e-20
0.000672361157,0.320529548,0.300213022,9.0,0.065429493,6.56690246e-08,6.56690244e-08,9.10582835e-20
0.000672740242,0.320432863,0.300345798,9.0,0.0654290596,-6.54304932e-08,-6.5430493e-08,-9.07274659e-20
0.000673235569,0.320306584,0.300519282,9.0,0.0654279217,6.57021089e-08,6.57021087e-08,9.1104159e-20
0.000674226223,0.320054212,0.30086623,9.0,0.0654263909,-6.54519898e-08,-6.54519897e-08,-9.07572736e-20
0.000676207532,0.319550213,0.301560043,9.0,0.065422591,6.57128504e-08,6.57128502e-08,9.11190534e-20
0.00068017015,0.318545183,0.302947334,9.0,0.0654157557,-6.54573598e-08,-6.54573596e-08,-9.07647197e-20
0.00068517015,0.317282673,0.304697172,9.0,0.06540661,6.57160582e-08,6.5716058e-08,9.11235014e-20
0.00069017015,0.316026416,0.306446301,9.0,0.065398004,-6.5460196e-08,-6.54601959e-08,-9.07686525e-20
0.00069517015,0.31477638,0.308194721,9.0,0.0653889463,6.57188941e-08,6.5718894e-08,9.11274338e-20
0.00070017015,0.313532535,0.309942434,9.0,0.0653804278,-6.54630317e-08,-6.54630316e-08,-9.07725846e-20
0.00070517015,0.31229485,0.311689438,9.0,0.0653714571,6.57217296e-08,6.57217294e-08,9.11313655e-20
0.00071017015,0.311063294,0.313435736,9.0,0.0653630253,-6.54658669e-08,-6.54658668e-08,-9.07765159e-20
0.00071517015,0.309837838,0.315181327,9.0,0.0653541408,6.57245645e-08,6.57245644e-08,9.11352965e-20
0.00072017015,0.30861845,0.316926211,9.0,0.0653457948,-6.54687016e-08,-6.54687014e-08,-9.07804465e-20
0.00072517015,0.307405101,0.31867039,9.0,0.0653369957,6.57273989e-08,6.57273988e-08,9.11392268e-20
0.00073017015,0.306197762,0.320413862,9.0,0.0653287345,-6.54715357e-08,-6.54715356e-08,-9.07843764e-20
0.00073517015,0.304996401,0.32215663,9.0,0.0653200199,6.57302328e-08,6.57302327e-08,9.11431563e-20
0.00074017015,0.30380099,0.323898693,9.0,0.0653118429,-6.54743694e-08,-6.54743692e-08,-9.07883056e-20
0.00074517015,0.302611499,0.325640051,9.0,0.065303212,6.57330662e-08,6.5733066e-08,9.11470852e-20
0.00075017015,0.301427899,0.327380705,9.0,0.0652951181,-6.54772025e-08,-6.54772023e-08,-9.07922341e-20
0.00075517015,0.300250161,0.329120656,9.0,0.0652865701,6.57358991e-08,6.57358989e-08,9.11510133e-20
0.00076017015,0.299078256,0.330859903,9.0,0.0652785587,-6.54800351e-08,-6.5480035e-08,-9.07961618e-20
0.00076517015,0.297912154,0.332598447,9.0,0.0652700927,6.57387314e-08,6.57387313e-08,9.11549407e-20
0.00077017015,0.296751827,0.334336289,9.0,0.0652621629,-6.54828672e-08,-6.5482867e-08,-9.08000889e-20
0.00077517015,0.295597247,0.336073428,9.0,0.0652537781,6.57415632e-08,6.57415631e-08,9.11588674e-20
0.000779391199,0.294626992,0.337539392,9.0,0.0652471879,-6.548596e-08,-6.54859598e-08,-9.08043774e-20
0.00078121849,0.294208229,0.338173852,9.0,0.0652439888,6.57471133e-08,6.57471131e-08,9.11665632e-20
0.000782255114,0.293971002,0.338533741,9.0,0.0652425647,-6.5496658e-08,-6.54966578e-08,-9.08192115e-20
0.00078289756,0.293824103,0.338756766,9.0,0.0652412817,6.57649442e-08,6.5764944e-08,9.1191288e-20
0.000783645605,0.293653177,0.339016435,9.0,0.0652403248,-6.55171101e-08,-6.55171099e-08,-9.08475709e-20
0.000784426544,0.29347487,0.339287506,9.0,0.0652388205,6.57834331e-08,6.5783433e-08,9.12169252e-20
0.000785988421,0.293118672,0.339829596,9.0,0.0652365577,-6.55306724e-08,-6.55306722e-08,-9.08663766e-20
0.000786258441,0.293626269,0.339923307,9.0,4.28120364,8.46773601,0.708113396,0.00775962262
0.000786360827,0.294070735,0.339958839,9.0,4.98872243,8.57034012,0.708452047,0.00786188808
0.000786428513,0.29436649,0.339982329,9.0,4.33869658,8.47185876,0.708127089,0.00776373183
0.000786466827,0.294532279,0.339995626,9.0,4.904533,8.56413104,0.708431679,0.00785569936
0.000786485753,0.294615413,0.340002194,9.0,4.4695423,8.48273321,0.708163172,0.00777457003
0.000786491773,0.294641223,0.340004283,9.0,4.69450099,8.54272906,0.708361351,0.00783436828
0.00078649286,0.294645992,0.34000466,9.0,4.67232865,8.52151251,0.708291442,0.00781322174
0.000786493224,0.294647586,0.340004786,9.0,4.66763682,8.52165511,0.70829191,0.00781336321
0.000786493664,0.294649511,0.340004939,9.0,4.66310011,8.52142249,0.708291143,0.00781313135
0.000786494169,0.294651714,0.340005114,9.0,4.65911471,8.52108253,0.708290021,0.00781279252
0.000786494713,0.294654086,0.340005303,9.0,4.65592727,8.5207838,0.708289035,0.00781249476
0.00078649529,0.294656604,0.340005504,9.0,4.65347058,8.52057825,0.708288357,0.0078122899
0.000786495839,0.294658997,0.340005694,9.0,4.65178631,8.52045038,0.708287935,0.00781216244
0.000786496396,0.294661423,0.340005887,9.0,4.65054679,8.52037582,0.708287689,0.00781208814
0.000786496941,0.294663796,0.340006076,9.0,4.64966771,8.52032511,0.708287522,0.00781203759
0.000786497498,0.294666222,0.34000627,9.0,4.64901615,8.52029901,0.708287435,0.00781201158
0.000786498126,0.294668955,0.340006488,9.0,4.64849581,8.5202754,0.708287358,0.00781198804
0.000786498849,0.294672102,0.340006738,9.0,4.64809144,8.52026617,0.708287327,0.00781197884
0.000786499689,0.294675762,0.34000703,9.0,4.64779387,8.520255,0.70828729,0.00781196771
0.000786500676,0.294680056,0.340007373,9.0,4.64759006,8.52025459,0.708287289,0.0078119673
0.000786501868,0.294685247,0.340007786,9.0,4.64746131,8.52024911,0.708287271,0.00781196184
0.000786503354,0.294691716,0.340008302,9.0,4.64739025,8.52025199,0.70828728,0.0078119647
0.000786505299,0.294700178,0.340008977,9.0,4.64735955,8.52024818,0.708287268,0.00781196091
