class_name,component_class_name,diagram_id,display_name,display_terminal_id,edge_id,implicit_reason,instance_id,is_implicit_supply,is_suspicious_match,match_confidence,match_distance_px,match_status,match_warnings,net_id,net_implicit_reason,net_index,net_is_implicit_supply,relation_type,relative_position,semantic_terminal_name,snap_point,source,target,terminal_id,terminal_name
Terminal,,6,,,edge:6:diagram_to_component:26.1,,26.1,,,,,,,,,,,HAS_COMPONENT,,,,diagram:6,component:6:26.1,,
Mosfet,,6,,,edge:6:diagram_to_component:16.1,,16.1,,,,,,,,,,,HAS_COMPONENT,,,,diagram:6,component:6:16.1,,
GND,,6,,,edge:6:diagram_to_component:9.1,,9.1,,,,,,,,,,,HAS_COMPONENT,,,,diagram:6,component:6:9.1,,
GND,,6,,,edge:6:diagram_to_component:9.2,,9.2,,,,,,,,,,,HAS_COMPONENT,,,,diagram:6,component:6:9.2,,
Inductor,,6,,,edge:6:diagram_to_component:10.1,,10.1,,,,,,,,,,,HAS_COMPONENT,,,,diagram:6,component:6:10.1,,
Resistor,,6,,,edge:6:diagram_to_component:22.1,,22.1,,,,,,,,,,,HAS_COMPONENT,,,,diagram:6,component:6:22.1,,
Inductor,,6,,,edge:6:diagram_to_component:10.2,,10.2,,,,,,,,,,,HAS_COMPONENT,,,,diagram:6,component:6:10.2,,
Mosfet,,6,,,edge:6:diagram_to_component:16.2,,16.2,,,,,,,,,,,HAS_COMPONENT,,,,diagram:6,component:6:16.2,,
Inductor,,6,,,edge:6:diagram_to_component:10.3,,10.3,,,,,,,,,,,HAS_COMPONENT,,,,diagram:6,component:6:10.3,,
GND,,6,,,edge:6:diagram_to_component:9.3,,9.3,,,,,,,,,,,HAS_COMPONENT,,,,diagram:6,component:6:9.3,,
Inductor,,6,,,edge:6:diagram_to_component:10.4,,10.4,,,,,,,,,,,HAS_COMPONENT,,,,diagram:6,component:6:10.4,,
Mosfet,,6,,,edge:6:diagram_to_component:16.3,,16.3,,,,,,,,,,,HAS_COMPONENT,,,,diagram:6,component:6:16.3,,
GND,,6,,,edge:6:diagram_to_component:9.4,,9.4,,,,,,,,,,,HAS_COMPONENT,,,,diagram:6,component:6:9.4,,
Inductor,,6,,,edge:6:diagram_to_component:10.5,,10.5,,,,,,,,,,,HAS_COMPONENT,,,,diagram:6,component:6:10.5,,
Resistor,,6,,,edge:6:diagram_to_component:22.2,,22.2,,,,,,,,,,,HAS_COMPONENT,,,,diagram:6,component:6:22.2,,
GND,,6,,,edge:6:diagram_to_component:9.5,,9.5,,,,,,,,,,,HAS_COMPONENT,,,,diagram:6,component:6:9.5,,
Inductor,,6,,,edge:6:diagram_to_component:10.6,,10.6,,,,,,,,,,,HAS_COMPONENT,,,,diagram:6,component:6:10.6,,
Terminal,,6,,,edge:6:diagram_to_component:26.2,,26.2,,,,,,,,,,,HAS_COMPONENT,,,,diagram:6,component:6:26.2,,
,,6,,,edge:6:diagram_to_net:N1,,,False,,,,,,N1,,1,,HAS_NET,,,,diagram:6,net:6:N1,,
,,6,,,edge:6:diagram_to_net:N2,,,False,,,,,,N2,,2,,HAS_NET,,,,diagram:6,net:6:N2,,
,,6,,,edge:6:diagram_to_net:N3,,,False,,,,,,N3,,3,,HAS_NET,,,,diagram:6,net:6:N3,,
,,6,,,edge:6:diagram_to_net:N4,,,False,,,,,,N4,,4,,HAS_NET,,,,diagram:6,net:6:N4,,
,,6,,,edge:6:diagram_to_net:N5,,,False,,,,,,N5,,5,,HAS_NET,,,,diagram:6,net:6:N5,,
,,6,,,edge:6:diagram_to_net:N6,,,False,,,,,,N6,,6,,HAS_NET,,,,diagram:6,net:6:N6,,
,,6,,,edge:6:diagram_to_net:N7,,,False,,,,,,N7,,7,,HAS_NET,,,,diagram:6,net:6:N7,,
,,6,,,edge:6:diagram_to_net:N8,,,False,,,,,,N8,,8,,HAS_NET,,,,diagram:6,net:6:N8,,
,,6,,,edge:6:diagram_to_net:N9,,,False,,,,,,N9,,9,,HAS_NET,,,,diagram:6,net:6:N9,,
,,6,,,edge:6:diagram_to_net:N10,,,False,,,,,,N10,,10,,HAS_NET,,,,diagram:6,net:6:N10,,
,,6,,,edge:6:diagram_to_net:N11,,,False,,,,,,N11,,11,,HAS_NET,,,,diagram:6,net:6:N11,,
,,6,,,edge:6:diagram_to_net:N12,,,False,,,,,,N12,,12,,HAS_NET,,,,diagram:6,net:6:N12,,
,,6,,,edge:6:diagram_to_net:N13,,,False,,,,,,N13,,13,,HAS_NET,,,,diagram:6,net:6:N13,,
,,6,,,edge:6:diagram_to_net:N14,,,False,,,,,,N14,,14,,HAS_NET,,,,diagram:6,net:6:N14,,
,,6,t1,26.1:t1,edge:6:component:26.1:terminal:26.1:t1,,26.1,,,,,,,,,,,HAS_TERMINAL,right,,,component:6:26.1,terminal:6:26.1:t1,26.1:t1,t1
,,6,G,16.1:G,edge:6:component:16.1:terminal:16.1:t1,,16.1,,,,,,,,,,,HAS_TERMINAL,left,G,,component:6:16.1,terminal:6:16.1:t1,16.1:t1,t1
,,6,D,16.1:D,edge:6:component:16.1:terminal:16.1:t2,,16.1,,,,,,,,,,,HAS_TERMINAL,top,D,,component:6:16.1,terminal:6:16.1:t2,16.1:t2,t2
,,6,S,16.1:S,edge:6:component:16.1:terminal:16.1:t3,,16.1,,,,,,,,,,,HAS_TERMINAL,bottom,S,,component:6:16.1,terminal:6:16.1:t3,16.1:t3,t3
,,6,t1,9.1:t1,edge:6:component:9.1:terminal:9.1:t1,,9.1,,,,,,,,,,,HAS_TERMINAL,top,,,component:6:9.1,terminal:6:9.1:t1,9.1:t1,t1
,,6,t1,9.2:t1,edge:6:component:9.2:terminal:9.2:t1,,9.2,,,,,,,,,,,HAS_TERMINAL,top,,,component:6:9.2,terminal:6:9.2:t1,9.2:t1,t1
,,6,t1,10.1:t1,edge:6:component:10.1:terminal:10.1:t1,,10.1,,,,,,,,,,,HAS_TERMINAL,left,,,component:6:10.1,terminal:6:10.1:t1,10.1:t1,t1
,,6,t2,10.1:t2,edge:6:component:10.1:terminal:10.1:t2,,10.1,,,,,,,,,,,HAS_TERMINAL,right,,,component:6:10.1,terminal:6:10.1:t2,10.1:t2,t2
,,6,t1,22.1:t1,edge:6:component:22.1:terminal:22.1:t1,,22.1,,,,,,,,,,,HAS_TERMINAL,top,,,component:6:22.1,terminal:6:22.1:t1,22.1:t1,t1
,,6,t2,22.1:t2,edge:6:component:22.1:terminal:22.1:t2,,22.1,,,,,,,,,,,HAS_TERMINAL,bottom,,,component:6:22.1,terminal:6:22.1:t2,22.1:t2,t2
,,6,t1,10.2:t1,edge:6:component:10.2:terminal:10.2:t1,,10.2,,,,,,,,,,,HAS_TERMINAL,left,,,component:6:10.2,terminal:6:10.2:t1,10.2:t1,t1
,,6,t2,10.2:t2,edge:6:component:10.2:terminal:10.2:t2,,10.2,,,,,,,,,,,HAS_TERMINAL,right,,,component:6:10.2,terminal:6:10.2:t2,10.2:t2,t2
,,6,G,16.2:G,edge:6:component:16.2:terminal:16.2:t1,,16.2,,,,,,,,,,,HAS_TERMINAL,left,G,,component:6:16.2,terminal:6:16.2:t1,16.2:t1,t1
,,6,D,16.2:D,edge:6:component:16.2:terminal:16.2:t2,,16.2,,,,,,,,,,,HAS_TERMINAL,top,D,,component:6:16.2,terminal:6:16.2:t2,16.2:t2,t2
