class_name,component_class_name,diagram_id,edge_id,instance_id,is_suspicious_match,match_confidence,match_distance_px,match_status,match_warnings,net_id,net_index,relation_type,relative_position,snap_point,source,target,terminal_id,terminal_name
Terminal,,2,edge:2:diagram_to_component:26.1,26.1,,,,,,,,HAS_COMPONENT,,,diagram:2,component:2:26.1,,
GND,,2,edge:2:diagram_to_component:9.1,9.1,,,,,,,,HAS_COMPONENT,,,diagram:2,component:2:9.1,,
Terminal,,2,edge:2:diagram_to_component:26.2,26.2,,,,,,,,HAS_COMPONENT,,,diagram:2,component:2:26.2,,
GND,,2,edge:2:diagram_to_component:9.2,9.2,,,,,,,,HAS_COMPONENT,,,diagram:2,component:2:9.2,,
Resistor,,2,edge:2:diagram_to_component:22.1,22.1,,,,,,,,HAS_COMPONENT,,,diagram:2,component:2:22.1,,
Diode,,2,edge:2:diagram_to_component:7.1,7.1,,,,,,,,HAS_COMPONENT,,,diagram:2,component:2:7.1,,
Resistor,,2,edge:2:diagram_to_component:22.2,22.2,,,,,,,,HAS_COMPONENT,,,diagram:2,component:2:22.2,,
NPN_Transistor,,2,edge:2:diagram_to_component:18.1,18.1,,,,,,,,HAS_COMPONENT,,,diagram:2,component:2:18.1,,
NPN_Transistor,,2,edge:2:diagram_to_component:18.2,18.2,,,,,,,,HAS_COMPONENT,,,diagram:2,component:2:18.2,,
Resistor,,2,edge:2:diagram_to_component:22.3,22.3,,,,,,,,HAS_COMPONENT,,,diagram:2,component:2:22.3,,
GND,,2,edge:2:diagram_to_component:9.3,9.3,,,,,,,,HAS_COMPONENT,,,diagram:2,component:2:9.3,,
Resistor,,2,edge:2:diagram_to_component:22.4,22.4,,,,,,,,HAS_COMPONENT,,,diagram:2,component:2:22.4,,
,,2,edge:2:diagram_to_net:N1,,,,,,,N1,1,HAS_NET,,,diagram:2,net:2:N1,,
,,2,edge:2:diagram_to_net:N2,,,,,,,N2,2,HAS_NET,,,diagram:2,net:2:N2,,
,,2,edge:2:diagram_to_net:N3,,,,,,,N3,3,HAS_NET,,,diagram:2,net:2:N3,,
,,2,edge:2:diagram_to_net:N4,,,,,,,N4,4,HAS_NET,,,diagram:2,net:2:N4,,
,,2,edge:2:diagram_to_net:N5,,,,,,,N5,5,HAS_NET,,,diagram:2,net:2:N5,,
,,2,edge:2:diagram_to_net:N6,,,,,,,N6,6,HAS_NET,,,diagram:2,net:2:N6,,
