time,v(N001),v(N002),v(N003),v(N004),v(N005),v(N006),v(N007),v(N008),@ddiode7_1[id]
5.28e-06,7.29517756e-26,-9.0,3.15419634e-17,3.15419634e-17,-9.08869965e-17,3.15419774e-17,3.15419632e-17,3.15419631e-17,1.26414133e-28
6.28e-06,-9.80607223e-26,-9.0,3.15421062e-17,3.15421062e-17,-9.08868537e-17,3.15421201e-17,3.15421059e-17,3.15421059e-17,1.2641399e-28
7.28e-06,1.61944076e-26,-9.0,3.15421062e-17,3.15421062e-17,-9.08868537e-17,3.15421202e-17,3.15421059e-17,3.15421059e-17,1.26413991e-28
8.28e-06,8.33384414e-26,-9.0,3.15419634e-17,3.15419634e-17,-9.08869965e-17,3.15419774e-17,3.15419631e-17,3.15419631e-17,1.26414133e-28
9.28e-06,-9.19566069e-26,-9.0,3.15421062e-17,3.15421062e-17,-9.08868537e-17,3.15421201e-17,3.15421059e-17,3.15421059e-17,1.2641399e-28
1.028e-05,2.58546048e-28,-9.0,3.15421062e-17,3.15421062e-17,-9.08868537e-17,3.15421201e-17,3.15421059e-17,3.15421059e-17,1.26413991e-28
1.128e-05,9.17214729e-26,-9.0,3.15419634e-17,3.15419634e-17,-9.08869965e-17,3.15419773e-17,3.15419631e-17,3.15419631e-17,1.26414133e-28
1.228e-05,-8.36416831e-26,-9.0,3.15421062e-17,3.15421062e-17,-9.08868537e-17,3.15421201e-17,3.15421059e-17,3.15421058e-17,1.2641399e-28
1.328e-05,-1.56835071e-26,-9.0,3.15421062e-17,3.15421062e-17,-9.08868537e-17,3.15421201e-17,3.15421059e-17,3.15421059e-17,1.26413991e-28
1.428e-05,9.78993247e-26,-9.0,3.15419634e-17,3.15419634e-17,-9.08869965e-17,3.15419773e-17,3.15419631e-17,3.15419631e-17,1.26414133e-28
1.528e-05,-7.33158588e-26,-9.0,3.15421062e-17,3.15421062e-17,-9.08868537e-17,3.15421201e-17,3.15421059e-17,3.15421058e-17,1.2641399e-28
1.628e-05,-3.12483999e-26,-9.0,3.1542249e-17,3.1542249e-17,-9.08867109e-17,3.15422629e-17,3.15422487e-17,3.15422486e-17,1.26413848e-28
1.728e-05,1.01723383e-25,-9.0,3.15419634e-17,3.15419634e-17,-9.08869965e-17,3.15419773e-17,3.15419631e-17,3.1541963e-17,1.26414133e-28
1.828e-05,-6.12274546e-26,-9.0,3.15421061e-17,3.15421061e-17,-9.08868537e-17,3.15421201e-17,3.15421059e-17,3.15421058e-17,1.2641399e-28
1.928e-05,-4.60619683e-26,-9.0,3.15421061e-17,3.15421061e-17,-9.08868537e-17,3.15421201e-17,3.15421059e-17,3.15421058e-17,1.2641399e-28
2.028e-05,1.03101879e-25,-9.0,3.15419634e-17,3.15419634e-17,-9.08869965e-17,3.15419773e-17,3.15419631e-17,3.1541963e-17,1.26414133e-28
2.128e-05,-4.76669206e-26,-9.0,3.15422489e-17,3.15422489e-17,-9.08867109e-17,3.15422629e-17,3.15422486e-17,3.15422486e-17,1.26413848e-28
2.228e-05,-5.9768263e-26,-9.0,3.15421061e-17,3.15421061e-17,-9.08868537e-17,3.15421201e-17,3.15421058e-17,3.15421058e-17,1.2641399e-28
2.328e-05,1.02001541e-25,-9.0,3.15419633e-17,3.15419633e-17,-9.08869965e-17,3.15419773e-17,3.15419631e-17,3.1541963e-17,1.26414133e-28
2.428e-05,-3.29603704e-26,-9.0,3.15421061e-17,3.15421061e-17,-9.08868537e-17,3.154212e-17,3.15421058e-17,3.15421058e-17,1.2641399e-28
2.528e-05,-7.20374237e-26,-9.0,3.15422489e-17,3.15422489e-17,-9.08867109e-17,3.15422628e-17,3.15422486e-17,3.15422485e-17,1.26413848e-28
2.628e-05,9.84488972e-26,-9.0,3.15421061e-17,3.15421061e-17,-9.08868537e-17,3.15421201e-17,3.15421058e-17,3.15421058e-17,1.26413991e-28
2.728e-05,-1.74616458e-26,-9.0,3.15421061e-17,3.15421061e-17,-9.08868537e-17,3.154212e-17,3.15421058e-17,3.15421057e-17,1.2641399e-28
2.828e-05,-8.25746536e-26,-9.0,3.15421061e-17,3.15421061e-17,-9.08868537e-17,3.154212e-17,3.15421058e-17,3.15421057e-17,1.2641399e-28
2.928e-05,9.25295127e-26,-9.0,3.15421061e-17,3.15421061e-17,-9.08868537e-17,3.15421201e-17,3.15421058e-17,3.15421057e-17,1.26413991e-28
3.028e-05,-1.54301316e-27,-9.0,3.15422489e-17,3.15422489e-17,-9.08867109e-17,3.15422628e-17,3.15422486e-17,3.15422485e-17,1.26413848e-28
3.128e-05,-9.11267934e-26,-9.0,3.15421061e-17,3.15421061e-17,-9.08868537e-17,3.154212e-17,3.15421058e-17,3.15421057e-17,1.2641399e-28
3.228e-05,8.43854086e-26,-9.0,3.15419633e-17,3.15419633e-17,-9.08869965e-17,3.15419772e-17,3.1541963e-17,3.15419629e-17,1.26414133e-28
3.328e-05,1.44128258e-26,-9.0,3.15421061e-17,3.15421061e-17,-9.08868537e-17,3.154212e-17,3.15421058e-17,3.15421057e-17,1.26413991e-28
3.428e-05,-9.74878334e-26,-9.0,3.15422488e-17,3.15422488e-17,-9.08867109e-17,3.15422628e-17,3.15422486e-17,3.15422485e-17,1.26413848e-28
3.528e-05,7.42124371e-26,-9.0,3.15421061e-17,3.15421061e-17,-9.08868537e-17,3.154212e-17,3.15421058e-17,3.15421057e-17,1.26413991e-28
3.628e-05,3.00219094e-26,-9.0,3.15421061e-17,3.15421061e-17,-9.08868537e-17,3.154212e-17,3.15421058e-17,3.15421057e-17,1.26413991e-28
3.728e-05,-1.01505062e-25,-9.0,3.1542106e-17,3.1542106e-17,-9.08868538e-17,3.154212e-17,3.15421057e-17,3.15421056e-17,1.2641399e-28
3.828e-05,6.22553475e-26,-9.0,3.15419632e-17,3.15419633e-17,-9.08869965e-17,3.15419772e-17,3.1541963e-17,3.15419629e-17,1.26414133e-28
3.928e-05,4.49093834e-26,-9.0,3.15422489e-17,3.15422489e-17,-9.08867109e-17,3.15422628e-17,3.15422486e-17,3.15422485e-17,1.26413848e-28
4.028e-05,-1.03082008e-25,-9.0,3.1542106e-17,3.1542106e-17,-9.08868538e-17,3.15421199e-17,3.15421057e-17,3.15421056e-17,1.2641399e-28
4.128e-05,4.88013686e-26,-9.0,3.15419632e-17,3.15419632e-17,-9.08869965e-17,3.15419772e-17,3.15419629e-17,3.15419628e-17,1.26414133e-28
4.228e-05,5.87171673e-26,-9.0,3.1542106e-17,3.1542106e-17,-9.08868537e-17,3.154212e-17,3.15421057e-17,3.15421056e-17,1.26413991e-28
4.328e-05,-1.02180467e-25,-9.0,3.15422488e-17,3.15422488e-17,-9.08867109e-17,3.15422627e-17,3.15422485e-17,3.15422484e-17,1.26413848e-28
4.428e-05,3.41740546e-26,-9.0,3.15419632e-17,3.15419632e-17,-9.08869965e-17,3.15419771e-17,3.15419629e-17,3.15419628e-17,1.26414133e-28
4.528e-05,7.11130931e-26,-9.0,3.1542106e-17,3.1542106e-17,-9.08868537e-17,3.154212e-17,3.15421057e-17,3.15421056e-17,1.26413991e-28
4.628e-05,-9.88222289e-26,-9.0,3.1542106e-17,3.1542106e-17,-9.08868537e-17,3.15421199e-17,3.15421057e-17,3.15421056e-17,1.2641399e-28
4.728e-05,1.87252047e-26,-9.0,3.15419632e-17,3.15419632e-17,-9.08869965e-17,3.15419771e-17,3.15419629e-17,3.15419628e-17,1.26414133e-28
4.828e-05,8.17994075e-26,-9.0,3.15422488e-17,3.15422488e-17,-9.08867109e-17,3.15422627e-17,3.15422485e-17,3.15422484e-17,1.26413848e-28
4.928e-05,-9.30883225e-26,-9.0,3.15419631e-17,3.15419631e-17,-9.08869966e-17,3.15419771e-17,3.15419629e-17,3.15419627e-17,1.26414133e-28
5.028e-05,2.82619621e-27,-9.0,3.15419632e-17,3.15419632e-17,-9.08869965e-17,3.15419771e-17,3.15419629e-17,3.15419627e-17,1.26414133e-28
5.128e-05,9.05191653e-26,-9.0,3.1542106e-17,3.1542106e-17,-9.08868537e-17,3.15421199e-17,3.15421057e-17,3.15421056e-17,1.26413991e-28
5.228e-05,-8.51162945e-26,-9.0,3.15421059e-17,3.15421059e-17,-9.08868537e-17,3.15421199e-17,3.15421057e-17,3.15421055e-17,1.2641399e-28
5.328e-05,-1.31408078e-26,-9.0,3.15419631e-17,3.15419631e-17,-9.08869965e-17,3.15419771e-17,3.15419629e-17,3.15419627e-17,1.26414133e-28
5.428e-05,9.70625034e-26,-9.0,3.1542106e-17,3.1542106e-17,-9.08868537e-17,3.15421199e-17,3.15421057e-17,3.15421055e-17,1.26413991e-28
5.528e-05,-7.50977596e-26,-9.0,3.15421059e-17,3.15421059e-17,-9.08868537e-17,3.15421199e-17,3.15421056e-17,3.15421055e-17,1.2641399e-28
5.628e-05,-2.87919049e-26,-9.0,3.15419631e-17,3.15419631e-17,-9.08869965e-17,3.15419771e-17,3.15419628e-17,3.15419627e-17,1.26414133e-28
5.728e-05,1.01272239e-25,-9.0,3.1542106e-17,3.1542106e-17,-9.08868537e-17,3.15421199e-17,3.15421057e-17,3.15421055e-17,1.26413991e-28
5.828e-05,-6.32736945e-26,-9.0,3.15421059e-17,3.15421059e-17,-9.08868537e-17,3.15421198e-17,3.15421056e-17,3.15421055e-17,1.2641399e-28
5.928e-05,-4.37507902e-26,-9.0,3.15419631e-17,3.15419631e-17,-9.08869965e-17,3.1541977e-17,3.15419628e-17,3.15419626e-17,1.26414133e-28
6.028e-05,1.0304716e-25,-9.0,3.15421059e-17,3.15421059e-17,-9.08868537e-17,3.15421199e-17,3.15421057e-17,3.15421055e-17,1.26413991e-28
6.128e-05,-4.99284463e-26,-9.0,3.15419631e-17,3.15419631e-17,-9.08869965e-17,3.1541977e-17,3.15419628e-17,3.15419626e-17,1.26414133e-28
6.228e-05,-5.76578075e-26,-9.0,3.15418203e-17,3.15418203e-17,-9.08871394e-17,3.15418342e-17,3.154182e-17,3.15418198e-17,1.26414276e-28
6.328e-05,1.02344747e-25,-9.0,3.15421059e-17,3.15421059e-17,-9.08868537e-17,3.15421199e-17,3.15421056e-17,3.15421055e-17,1.26413991e-28
6.428e-05,-3.53828197e-26,-9.0,3.15419631e-17,3.15419631e-17,-9.08869965e-17,3.1541977e-17,3.15419628e-17,3.15419626e-17,1.26414133e-28
6.528e-05,-7.01786393e-26,-9.0,3.15419631e-17,3.15419631e-17,-9.08869966e-17,3.1541977e-17,3.15419628e-17,3.15419626e-17,1.26414133e-28
6.628e-05,9.91816747e-26,-9.0,3.15421059e-17,3.15421059e-17,-9.08868537e-17,3.15421198e-17,3.15421056e-17,3.15421054e-17,1.26413991e-28
6.728e-05,-1.99865396e-26,-9.0,3.15419631e-17,3.15419631e-17,-9.08869965e-17,3.1541977e-17,3.15419628e-17,3.15419626e-17,1.26414133e-28
6.828e-05,-8.10121652e-26,-9.0,3.1541963e-17,3.1541963e-17,-9.08869966e-17,3.1541977e-17,3.15419628e-17,3.15419626e-17,1.26414133e-28
6.928e-05,9.36340545e-26,-9.0,3.15421059e-17,3.15421059e-17,-9.08868537e-17,3.15421198e-17,3.15421056e-17,3.15421054e-17,1.26413991e-28
7.028e-05,-4.10965064e-27,-9.0,3.15421059e-17,3.15421059e-17,-9.08868537e-17,3.15421198e-17,3.15421056e-17,3.15421054e-17,1.26413991e-28
7.128e-05,-8.98981005e-26,-9.0,3.1541963e-17,3.1541963e-17,-9.08869966e-17,3.1541977e-17,3.15419627e-17,3.15419625e-17,1.26414133e-28
7.228e-05,8.58352166e-26,-9.0,3.15421059e-17,3.15421059e-17,-9.08868537e-17,3.15421198e-17,3.15421056e-17,3.15421054e-17,1.26413991e-28
7.328e-05,1.18660854e-26,-9.0,3.1541963e-17,3.1541963e-17,-9.08869965e-17,3.1541977e-17,3.15419627e-17,3.15419625e-17,1.26414133e-28
7.428e-05,-9.66225669e-26,-9.0,3.15421058e-17,3.15421058e-17,-9.08868537e-17,3.15421197e-17,3.15421055e-17,3.15421053e-17,1.2641399e-28
7.528e-05,7.59726837e-26,-9.0,3.15421058e-17,3.15421058e-17,-9.08868537e-17,3.15421198e-17,3.15421056e-17,3.15421054e-17,1.26413991e-28
7.628e-05,2.75563986e-26,-9.0,3.1541963e-17,3.1541963e-17,-9.08869965e-17,3.1541977e-17,3.15419627e-17,3.15419625e-17,1.26414133e-28
7.728e-05,-1.01024007e-25,-9.0,3.1541963e-17,3.1541963e-17,-9.08869966e-17,3.15419769e-17,3.15419627e-17,3.15419625e-17,1.26414133e-28
7.828e-05,6.42836998e-26,-9.0,3.15421058e-17,3.15421058e-17,-9.08868537e-17,3.15421198e-17,3.15421055e-17,3.15421053e-17,1.26413991e-28
7.928e-05,4.25841878e-26,-9.0,3.15418202e-17,3.15418202e-17,-9.08871393e-17,3.15418341e-17,3.15418199e-17,3.15418197e-17,1.26414276e-28
8.028e-05,-1.0299665e-25,-9.0,3.1541963e-17,3.1541963e-17,-9.08869966e-17,3.15419769e-17,3.15419627e-17,3.15419625e-17,1.26414133e-28
8.128e-05,5.10492942e-26,-9.0,3.15421058e-17,3.15421058e-17,-9.08868537e-17,3.15421197e-17,3.15421055e-17,3.15421053e-17,1.26413991e-28
8.228e-05,5.65881602e-26,-9.0,3.1541963e-17,3.1541963e-17,-9.08869965e-17,3.15419769e-17,3.15419627e-17,3.15419625e-17,1.26414133e-28
8.328e-05,-1.02493076e-25,-9.0,3.15421058e-17,3.15421058e-17,-9.08868538e-17,3.15421197e-17,3.15421055e-17,3.15421052e-17,1.2641399e-28
8.428e-05,3.65874355e-26,-9.0,3.15421058e-17,3.15421058e-17,-9.08868537e-17,3.15421197e-17,3.15421055e-17,3.15421053e-17,1.26413991e-28
8.528e-05,6.92316789e-26,-9.0,3.1541963e-17,3.1541963e-17,-9.08869965e-17,3.15419769e-17,3.15419627e-17,3.15419625e-17,1.26414133e-28
8.628e-05,-9.95253773e-26,-9.0,3.15419629e-17,3.15419629e-17,-9.08869966e-17,3.15419769e-17,3.15419626e-17,3.15419624e-17,1.26414133e-28
8.728e-05,2.12460289e-26,-9.0,3.15421058e-17,3.15421058e-17,-9.08868537e-17,3.15421197e-17,3.15421055e-17,3.15421052e-17,1.26413991e-28
8.828e-05,8.02107854e-26,-9.0,3.1541963e-17,3.1541963e-17,-9.08869965e-17,3.15419769e-17,3.15419627e-17,3.15419624e-17,1.26414133e-28
8.928e-05,-9.41649967e-26,-9.0,3.15419629e-17,3.15419629e-17,-9.08869966e-17,3.15419768e-17,3.15419626e-17,3.15419624e-17,1.26414133e-28
9.028e-05,5.39377709e-27,-9.0,3.15419629e-17,3.15419629e-17,-9.08869965e-17,3.15419769e-17,3.15419627e-17,3.15419624e-17,1.26414133e-28
9.128e-05,8.92615629e-26,-9.0,3.1541963e-17,3.1541963e-17,-9.08869965e-17,3.15419769e-17,3.15419627e-17,3.15419624e-17,1.26414133e-28
9.228e-05,-8.65406524e-26,-9.0,3.15419629e-17,3.15419629e-17,-9.08869966e-17,3.15419768e-17,3.15419626e-17,3.15419624e-17,1.26414133e-28
9.328e-05,-1.05880985e-26,-9.0,3.15422485e-17,3.15422485e-17,-9.08867109e-17,3.15422625e-17,3.15422482e-17,3.1542248e-17,1.26413848e-28
9.428e-05,9.61661562e-26,-9.0,3.15419629e-17,3.15419629e-17,-9.08869965e-17,3.15419769e-17,3.15419627e-17,3.15419624e-17,1.26414133e-28
9.528e-05,-7.68358959e-26,-9.0,3.15418201e-17,3.15418201e-17,-9.08871394e-17,3.1541834e-17,3.15418198e-17,3.15418195e-17,1.26414276e-28
9.628e-05,-2.63152095e-26,-9.0,3.15421057e-17,3.15421057e-17,-9.08868537e-17,3.15421196e-17,3.15421054e-17,3.15421051e-17,1.2641399e-28
9.728e-05,1.00758937e-25,-9.0,3.15421057e-17,3.15421057e-17,-9.08868537e-17,3.15421197e-17,3.15421054e-17,3.15421052e-17,1.26413991e-28
9.828e-05,-6.52839367e-26,-9.0,3.15419629e-17,3.15419629e-17,-9.08869965e-17,3.15419768e-17,3.15419626e-17,3.15419623e-17,1.26414133e-28
9.928e-05,-4.1409884e-26,-9.0,3.15421057e-17,3.15421057e-17,-9.08868537e-17,3.15421196e-17,3.15421054e-17,3.15421051e-17,1.2641399e-28
0.00010028,1.02929286e-25,-9.0,3.15419629e-17,3.15419629e-17,-9.08869965e-17,3.15419768e-17,3.15419626e-17,3.15419623e-17,1.26414133e-28
0.00010128,-5.21621939e-26,-9.0,3.15421057e-17,3.15421057e-17,-9.08868537e-17,3.15421196e-17,3.15421054e-17,3.15421051e-17,1.2641399e-28
0.00010228,-5.55090374e-26,-9.0,3.15421057e-17,3.15421057e-17,-9.08868537e-17,3.15421196e-17,3.15421054e-17,3.15421051e-17,1.2641399e-28
0.00010328,1.02624863e-25,-9.0,3.15419629e-17,3.15419629e-17,-9.08869965e-17,3.15419768e-17,3.15419626e-17,3.15419623e-17,1.26414133e-28
0.00010428,-3.77863445e-26,-9.0,3.15419628e-17,3.15419628e-17,-9.08869965e-17,3.15419768e-17,3.15419626e-17,3.15419623e-17,1.26414133e-28
0.00010528,-6.82735485e-26,-9.0,3.15421056e-17,3.15421056e-17,-9.08868537e-17,3.15421196e-17,3.15421054e-17,3.15421051e-17,1.2641399e-28
0.00010628,9.98531867e-26,-9.0,3.15419629e-17,3.15419629e-17,-9.08869965e-17,3.15419768e-17,3.15419626e-17,3.15419623e-17,1.26414133e-28
0.00010728,-2.25021477e-26,-9.0,3.15419628e-17,3.15419628e-17,-9.08869965e-17,3.15419768e-17,3.15419625e-17,3.15419622e-17,1.26414133e-28
0.00010828,-7.93965246e-26,-9.0,3.15422484e-17,3.15422484e-17,-9.08867109e-17,3.15422624e-17,3.15422481e-17,3.15422478e-17,1.26413848e-28
0.00010928,9.46807662e-26,-9.0,3.15419629e-17,3.15419629e-17,-9.08869965e-17,3.15419768e-17,3.15419626e-17,3.15419623e-17,1.26414133e-28
0.00011028,-6.6770433e-27,-9.0,3.15419628e-17,3.15419628e-17,-9.08869965e-17,3.15419768e-17,3.15419625e-17,3.15419622e-17,1.26414133e-28
0.00011128,-8.86106146e-26,-9.0,3.15421056e-17,3.15421056e-17,-9.08868537e-17,3.15421195e-17,3.15421053e-17,3.1542105e-17,1.2641399e-28
0.00011228,8.72321994e-26,-9.0,3.15421056e-17,3.15421056e-17,-9.08868537e-17,3.15421196e-17,3.15421054e-17,3.1542105e-17,1.26413991e-28
0.00011328,9.30852308e-27,-9.0,3.15419628e-17,3.15419628e-17,-9.08869965e-17,3.15419767e-17,3.15419625e-17,3.15419622e-17,1.26414133e-28
0.00011428,-9.56944729e-26,-9.0,3.15421056e-17,3.15421056e-17,-9.08868537e-17,3.15421195e-17,3.15421053e-17,3.1542105e-17,1.2641399e-28
0.00011528,7.76864523e-26,-9.0,3.15419628e-17,3.15419628e-17,-9.08869965e-17,3.15419767e-17,3.15419625e-17,3.15419622e-17,1.26414133e-28
0.00011628,2.50704254e-26,-9.0,3.15421056e-17,3.15421056e-17,-9.08868537e-17,3.15421195e-17,3.15421053e-17,3.1542105e-17,1.26413991e-28
0.00011728,-1.00477676e-25,-9.0,3.15421056e-17,3.15421056e-17,-9.08868538e-17,3.15421195e-17,3.15421053e-17,3.1542105e-17,1.2641399e-28
0.00011828,6.62728243e-26,-9.0,3.15419628e-17,3.15419628e-17,-9.08869965e-17,3.15419767e-17,3.15419625e-17,3.15419622e-17,1.26414133e-28
0.00011928,4.02296019e-26,-9.0,3.15419628e-17,3.15419628e-17,-9.08869965e-17,3.15419767e-17,3.15419625e-17,3.15419622e-17,1.26414133e-28
0.00012028,-1.02845026e-25,-9.0,3.15422484e-17,3.15422484e-17,-9.08867109e-17,3.15422623e-17,3.15422481e-17,3.15422477e-17,1.26413848e-28
0.00012128,5.32659077e-26,-9.0,3.15421056e-17,3.15421056e-17,-9.08868537e-17,3.15421195e-17,3.15421053e-17,3.1542105e-17,1.26413991e-28
0.00012228,5.44213089e-26,-9.0,3.15419628e-17,3.15419628e-17,-9.08869965e-17,3.15419767e-17,3.15419625e-17,3.15419621e-17,1.26414133e-28
0.00012328,-1.02739713e-25,-9.0,3.15422483e-17,3.15422483e-17,-9.08867109e-17,3.15422623e-17,3.15422481e-17,3.15422477e-17,1.26413848e-28
0.00012428,3.89784817e-26,-9.0,3.15421056e-17,3.15421056e-17,-9.08868537e-17,3.15421195e-17,3.15421053e-17,3.15421049e-17,1.26413991e-28
0.00012528,6.73045651e-26,-9.0,3.15419628e-17,3.15419628e-17,-9.08869965e-17,3.15419767e-17,3.15419625e-17,3.15419621e-17,1.26414133e-28
0.00012628,-1.0016441e-25,-9.0,3.15421055e-17,3.15421055e-17,-9.08868538e-17,3.15421194e-17,3.15421052e-17,3.15421049e-17,1.2641399e-28
0.00012728,2.37541333e-26,-9.0,3.15422483e-17,3.15422483e-17,-9.08867109e-17,3.15422623e-17,3.15422481e-17,3.15422477e-17,1.26413848e-28
0.00012828,7.85696309e-26,-9.0,3.15419627e-17,3.15419627e-17,-9.08869965e-17,3.15419767e-17,3.15419625e-17,3.15419621e-17,1.26414133e-28
0.00012928,-9.51811223e-26,-9.0,3.15421055e-17,3.15421055e-17,-9.08868537e-17,3.15421194e-17,3.15421052e-17,3.15421049e-17,1.2641399e-28
0.00013028,7.95882623e-27,-9.0,3.15422483e-17,3.15422483e-17,-9.08867109e-17,3.15422623e-17,3.1542248e-17,3.15422477e-17,1.26413848e-28
0.00013128,8.79457135e-26,-9.0,3.15419627e-17,3.15419627e-17,-9.08869965e-17,3.15419767e-17,3.15419624e-17,3.15419621e-17,1.26414133e-28
0.00013228,-8.79095268e-26,-9.0,3.15421055e-17,3.15421055e-17,-9.08868537e-17,3.15421194e-17,3.15421052e-17,3.15421048e-17,1.2641399e-28
0.00013328,-8.02786981e-27,-9.0,3.15421055e-17,3.15421055e-17,-9.08868537e-17,3.15421194e-17,3.15421052e-17,3.15421048e-17,1.26413991e-28
0.00013428,9.52074981e-26,-9.0,3.15419627e-17,3.15419627e-17,-9.08869965e-17,3.15419766e-17,3.15419624e-17,3.15419621e-17,1.26414133e-28
0.00013528,-7.8524309e-26,-9.0,3.15422483e-17,3.15422483e-17,-9.08867109e-17,3.15422622e-17,3.1542248e-17,3.15422476e-17,1.26413848e-28
0.00013628,-2.38217106e-26,-9.0,3.15421055e-17,3.15421055e-17,-9.08868537e-17,3.15421194e-17,3.15421052e-17,3.15421048e-17,1.2641399e-28
0.00013728,1.00180245e-25,-9.0,3.15419627e-17,3.15419627e-17,-9.08869965e-17,3.15419766e-17,3.15419624e-17,3.1541962e-17,1.26414133e-28
0.00013828,-6.72511996e-26,-9.0,3.15421055e-17,3.15421055e-17,-9.08868537e-17,3.15421194e-17,3.15421052e-17,3.15421048e-17,1.2641399e-28
0.00013928,-3.90427912e-26,-9.0,3.15419626e-17,3.15419626e-17,-9.08869965e-17,3.15419766e-17,3.15419624e-17,3.1541962e-17,1.26414133e-28
0.00014028,1.02744574e-25,-9.0,3.15419627e-17,3.15419627e-17,-9.08869965e-17,3.15419766e-17,3.15419624e-17,3.1541962e-17,1.26414133e-28
0.00014128,-5.43612749e-26,-9.0,3.15421054e-17,3.15421054e-17,-9.08868537e-17,3.15421194e-17,3.15421052e-17,3.15421048e-17,1.2641399e-28
0.00014228,-5.33251812e-26,-9.0,3.15421054e-17,3.15421054e-17,-9.08868537e-17,3.15421194e-17,3.15421051e-17,3.15421048e-17,1.2641399e-28
0.00014328,1.0283862e-25,-9.0,3.15419627e-17,3.15419627e-17,-9.08869965e-17,3.15419766e-17,3.15419624e-17,3.1541962e-17,1.26414133e-28
0.00014428,-4.01644534e-26,-9.0,3.15421054e-17,3.15421054e-17,-9.08868537e-17,3.15421194e-17,3.15421051e-17,3.15421047e-17,1.2641399e-28
0.00014528,-6.63254087e-26,-9.0,3.15421054e-17,3.15421054e-17,-9.08868537e-17,3.15421193e-17,3.15421051e-17,3.15421047e-17,1.2641399e-28
0.00014628,1.00460187e-25,-9.0,3.15419626e-17,3.15419626e-17,-9.08869965e-17,3.15419766e-17,3.15419624e-17,3.1541962e-17,1.26414133e-28
0.00014728,-2.50020143e-26,-9.0,3.15421054e-17,3.15421054e-17,-9.08868537e-17,3.15421193e-17,3.15421051e-17,3.15421047e-17,1.2641399e-28
0.00014828,-7.77310114e-26,-9.0,3.15421054e-17,3.15421054e-17,-9.08868537e-17,3.15421193e-17,3.15421051e-17,3.15421047e-17,1.2641399e-28
0.00014928,9.56664779e-26,-9.0,3.15419626e-17,3.15419626e-17,-9.08869965e-17,3.15419766e-17,3.15419623e-17,3.15419619e-17,1.26414133e-28
0.00015028,-9.23849395e-27,-9.0,3.15421054e-17,3.15421054e-17,-9.08868537e-17,3.15421193e-17,3.15421051e-17,3.15421047e-17,1.26413991e-28
0.00015128,-8.7267775e-26,-9.0,3.15421054e-17,3.15421054e-17,-9.08868537e-17,3.15421193e-17,3.15421051e-17,3.15421047e-17,1.2641399e-28
0.00015228,8.85728147e-26,-9.0,3.15421054e-17,3.15421054e-17,-9.08868537e-17,3.15421193e-17,3.15421051e-17,3.15421047e-17,1.26413991e-28
0.00015328,6.74703432e-27,-9.0,3.15421054e-17,3.15421054e-17,-9.08868537e-17,3.15421193e-17,3.15421051e-17,3.15421047e-17,1.26413991e-28
0.00015428,-9.47064822e-26,-9.0,3.15421054e-17,3.15421054e-17,-9.08868537e-17,3.15421193e-17,3.15421051e-17,3.15421046e-17,1.2641399e-28
0.00015528,7.93496956e-26,-9.0,3.15419626e-17,3.15419626e-17,-9.08869965e-17,3.15419765e-17,3.15419623e-17,3.15419619e-17,1.26414133e-28
